especie,familia,modelo,test_start,test_end,n_train,n_test,dic,waic,mbe,nrmse,rae,rmsle,rse,cor,coverage_95,largura_95,fit_time_sec
P. vivax,bell,rs_temp_fixed,109,111,11556,321,101436.15457315883,134407.01046586857,34.951102387672655,0.07225092562716176,0.2816728972723619,0.5383103988438552,0.24950412297293137,0.9035073964902267,0.9844236760124611,366.2913760268712,42.20947813987732
P. vivax,bell,rs_temp_fixed,121,123,12840,321,108457.77943935941,163751.2244526182,8.395223097847357,0.06368869030839441,0.29951336212543705,0.5610229191364349,0.22252438455384724,0.894854122921913,0.956386292834891,323.38859538199637,36.415003538131714
P. vivax,bell,rs_temp_fixed,133,135,14124,321,118040.41846664366,175659.91099096587,9.957007091806416,0.0324239157515906,0.1886969880904159,0.4672706591878236,0.10939196068159215,0.9656450292961427,0.9750778816199377,288.7922782489235,23.959826946258545
P. vivax,bell,rs_temp_fixed,145,147,15408,321,125954.40399957681,182665.49577361735,15.580206901779604,0.052517345846550406,0.2067920758563307,0.40787233564529285,0.14776445704330962,0.95167141391029,0.9906542056074766,265.1834736381614,42.28930926322937
P. vivax,bell,rs_temp_fixed,157,159,16692,321,133504.2073070233,194102.99321058556,19.279204238892994,0.059052391638666483,0.2708967021100052,0.559738207817866,0.2237109096023335,0.9301545638967004,0.9688473520249221,274.4588754266182,20.063716411590576
P. vivax,bell,rs_temp_fixed,169,171,17976,321,141756.54182483052,208048.33946061737,37.37382999693402,0.06841255762972459,0.3180437202197124,0.5605640821258818,0.28643537351546194,0.9467721219643261,0.9719626168224299,245.48163109249117,38.74555230140686
P. vivax,bell,rs_temp_fixed,181,183,19260,321,150442.4587171948,236396.03015276307,48.753047222020115,0.057195480883303805,0.293082811136295,0.5665618784231917,0.2159385392608282,0.9688925284127422,0.9813084112149533,380.7158731408007,17.39488410949707
P. vivax,bell,rs_temp_fixed,193,195,20544,321,158685.5829138569,252305.65435873176,14.933493080306224,0.04783634056018385,0.20768330061043597,0.4155489622645083,0.13294572771845842,0.9402392884393994,0.9875389408099688,344.3951736090523,46.945173025131226
P. vivax,bell,rs_temp_fixed,205,207,21828,321,167245.10363784613,264323.2552468861,19.692547003780906,0.06527087590696475,0.2536011609014443,0.5101524021551072,0.18863279106802108,0.9366233905511052,0.9750778816199377,259.2475661604189,29.988051891326904
P. falciparum,bell,rs_temp_fixed,109,111,11556,321,70502.78544511362,86143.41273563061,7.210484137585201,0.08655380942977144,0.35712584111121265,0.5709975768280923,0.3701682712298459,0.8215490334270009,0.9844236760124611,97.73601487906845,49.63165521621704
P. falciparum,bell,rs_temp_fixed,121,123,12840,321,76435.67757092079,92856.1483293165,9.67876122445995,0.0658613644569907,0.3825548875236242,0.5697171318518449,0.4644578049777925,0.9120115827284752,0.9626168224299065,78.96388024332904,30.43720507621765
P. falciparum,bell,rs_temp_fixed,133,135,14124,321,81320.90372774743,98621.53379006303,3.095733145156286,0.04090297211467042,0.3457533804550162,0.5212295679918276,0.3042396943229857,0.8642270575702743,0.9906542056074766,90.4748631501912,19.714993238449097
P. falciparum,bell,rs_temp_fixed,145,147,15408,321,84966.58767871806,103378.80758015673,1.8279088838905497,0.027866902648484904,0.21669273711351955,0.436312895792484,0.10528935291101922,0.9513536557380184,0.9875389408099688,71.0929987272317,34.91470956802368
P. falciparum,bell,rs_temp_fixed,157,159,16692,321,88115.4414192892,106302.54777965769,2.762885634937677,0.0497490056074347,0.3375350896314652,0.4613713645704052,0.2792628442794357,0.9367051783486284,0.9875389408099688,49.6093745641442,26.742241621017456
P. falciparum,bell,rs_temp_fixed,169,171,17976,321,91358.94451592251,110252.67088311166,4.88369081077879,0.06121718286429728,0.37404787069120216,0.44692840230064196,0.446688821406469,0.8805334271207533,0.9906542056074766,35.67646267165174,35.954230546951294
P. falciparum,bell,rs_temp_fixed,181,183,19260,321,94712.18700414238,113803.92608772904,7.652023890651338,0.07970677959915382,0.37892477734901536,0.49449302611423673,0.45135204235359655,0.9493731026826336,0.9906542056074766,53.922141524415885,30.419633388519287
P. falciparum,bell,rs_temp_fixed,193,195,20544,321,98092.03339977539,117865.73715745259,1.861822870358295,0.04151309877235664,0.26390617580344206,0.47323614042202544,0.24003224387335342,0.9118705161861699,0.9875389408099688,46.36752303828696,34.05394768714905
P. falciparum,bell,rs_temp_fixed,205,207,21828,321,101450.89374338351,121286.77420800112,4.927925773541478,0.05896836110060008,0.35909771547183755,0.4994770301498933,0.3150493441367681,0.9781148171094215,0.9937694704049844,33.9892862010592,31.891725778579712
