especie,familia,modelo,test_start,test_end,n_train,n_test,dic,waic,mbe,nrmse,rae,rmsle,rse,cor,coverage_95,largura_95,fit_time_sec
P. vivax,bell,model3_sweep_ibi,109,111,11556,321,101377.63956820128,135373.40116767614,37.28710063996627,0.0742963428873191,0.28473786596759293,0.5424765255281505,0.2638309672484244,0.908381380895345,0.9844236760124611,392.6296929665282,108.23746275901794
P. vivax,bell,model3_sweep_ibi,121,123,12840,321,108697.27921076427,164675.455559803,14.9083747253893,0.06881068129642873,0.3167696078804799,0.5592653643117333,0.25975546167312236,0.8935838551499976,0.9532710280373832,338.1117149220236,63.81742906570435
P. vivax,bell,model3_sweep_ibi,133,135,14124,321,118177.31666965061,175413.7489385697,14.94731146150434,0.039106645710203385,0.21757144559842007,0.479130097827148,0.15913130179532387,0.9661302642379646,0.9688473520249221,307.3186755748187,84.84631395339966
P. vivax,bell,model3_sweep_ibi,145,147,15408,321,126166.26848831875,183651.81147301148,20.963192144519482,0.06171769524948768,0.25476437883320663,0.41891658994381337,0.2040721983717988,0.95704047675328,0.9968847352024922,231.36886415024847,83.49743485450745
P. vivax,bell,model3_sweep_ibi,157,159,16692,321,133753.92160527408,193433.48102845578,26.65394809085415,0.06883119407373649,0.2987592902276905,0.5661410259690687,0.3039364512290662,0.9320274102052173,0.9688473520249221,290.26622858174386,140.77913999557495
P. vivax,bell,model3_sweep_ibi,169,171,17976,321,141864.78342814784,209720.42186518366,42.112913915826276,0.07534253932537957,0.34997040162009613,0.5695868754537315,0.3474045509572636,0.9553123842535154,0.9750778816199377,262.4563073242306,177.28565096855164
P. vivax,bell,model3_sweep_ibi,181,183,19260,321,150425.44618000716,235441.98177779152,57.14048927443961,0.06716057605573772,0.33742095897332836,0.5985749144662833,0.2977388816617977,0.9669164721342672,0.9813084112149533,365.6543438508534,118.60643434524536
P. vivax,bell,model3_sweep_ibi,193,195,20544,321,158845.0054765032,252521.68343673166,22.37688532486253,0.05477028243957485,0.24083546505817396,0.4338720899620383,0.1742803600333795,0.9407144677968355,0.9906542056074766,381.57920426487397,139.7900505065918
P. vivax,bell,model3_sweep_ibi,205,207,21828,321,167496.2786031269,264238.20516709686,24.163114835043036,0.07396836430820901,0.28286783197051957,0.5271158381392249,0.24225365564889959,0.929178780747154,0.9813084112149533,287.1358545240439,159.09814143180847
P. falciparum,bell,model3_sweep_ibi,109,111,11556,321,70558.0539351673,86144.5376259725,4.409847556146476,0.15587025058462406,0.49136940709595855,0.6298404072592855,1.2004754527602781,0.4721153737985056,0.9875389408099688,108.77656872307054,81.53596091270447
P. falciparum,bell,model3_sweep_ibi,121,123,12840,321,76474.90354439236,93343.10392589757,10.822909374245178,0.06957728302848723,0.4015169868306349,0.5840289452615864,0.5183459971841783,0.9069715786550167,0.9657320872274143,90.72396890883503,64.35611867904663
P. falciparum,bell,model3_sweep_ibi,133,135,14124,321,81318.43840625386,98031.14396164451,4.240656493444402,0.04409703297241121,0.3688323636041158,0.5291262750795935,0.35361028034081127,0.8561078462312062,0.9937694704049844,101.18342448168166,97.99458050727844
P. falciparum,bell,model3_sweep_ibi,145,147,15408,321,84959.13074333989,103513.03214818415,2.690225175642477,0.032170746017325204,0.2518626117684517,0.4485733873173933,0.14032314823169487,0.9535739934390551,0.9844236760124611,56.57357351359777,151.0573422908783
P. falciparum,bell,model3_sweep_ibi,157,159,16692,321,88169.88116767719,106953.81493452743,3.594272043687169,0.057261537566060984,0.36665375373099596,0.48755920226584165,0.36997327919106604,0.936271523234498,0.9875389408099688,56.14698330153282,165.92568564414978
P. falciparum,bell,model3_sweep_ibi,169,171,17976,321,91349.34027308857,110759.77903162176,5.073048907191453,0.06222188026284079,0.385193024542801,0.45116834600400274,0.46147126732157584,0.8832239470549548,0.9906542056074766,44.163046459044054,90.37607312202454
P. falciparum,bell,model3_sweep_ibi,181,183,19260,321,94651.55824336676,113035.90546193023,7.755654812940329,0.08276548490803856,0.3813160055569877,0.4841434901754764,0.4866574928286792,0.9451190280807057,0.9844236760124611,48.2137619325888,125.78052115440369
P. falciparum,bell,model3_sweep_ibi,193,195,20544,321,98079.05196342108,118153.69687769351,2.4447793276126837,0.045333832676840276,0.2777327504833961,0.4626357982011056,0.2862491160010305,0.9116524572650675,0.9813084112149533,54.946860304692876,166.2677299976349
P. falciparum,bell,model3_sweep_ibi,205,207,21828,321,101345.61887794269,121574.48286058549,5.026532458851861,0.06356397995895581,0.3667036220932779,0.5177552293591671,0.36606872670494295,0.9710246072661284,0.9875389408099688,38.22007937601432,154.69025707244873
