especie,familia,modelo,test_start,test_end,n_train,n_test,dic,waic,mbe,nrmse,rae,rmsle,rse,cor,coverage_95,largura_95,fit_time_sec
P. vivax,bell,model2_bym2_ar1_ano_h1,109,109,11556,107,126296.28999464717,305674.9440238575,47.52617301948384,0.09155953445466446,0.31852638231370534,0.49307974117298203,0.31884893927982383,0.939462845190132,0.9906542056074766,343.8764756947852,8.6716156005859375
P. vivax,bell,model2_bym2_ar1_ano_h1,110,110,11663,107,127038.32869570307,306400.415200133,2.829290186449305,0.04238968541931669,0.16287057538353544,0.42966527619782996,0.08142475906919332,0.9587428663494276,0.8878504672897196,73.75518365135225,8.529595375061035
P. vivax,bell,model2_bym2_ar1_ano_h1,111,111,11770,107,127847.56882105145,307348.04414512665,0.4524820981941919,0.05003012088490714,0.20407458723033542,0.4942626381591864,0.10790323113720392,0.9452417906591201,0.8411214953271028,63.24292476936912,8.479623556137085
P. vivax,bell,model2_bym2_ar1_ano_h1,112,112,11877,107,128599.8506306588,309092.26836868166,5.568543105283439,0.08715749540865268,0.29224973428176515,0.4711766961751267,0.19890070247141844,0.9030676071722463,0.794392523364486,60.818697525580234,8.57383418083191
P. vivax,bell,model2_bym2_ar1_ano_h1,113,113,11984,107,129360.2687900003,311975.09529735247,14.641127763429937,0.08047460616064406,0.29894373409275105,0.4133049750604251,0.28137643346096275,0.8509310337565714,0.7850467289719626,56.94806403252378,8.728365898132324
P. vivax,bell,model2_bym2_ar1_ano_h1,114,114,12091,107,129868.91387259928,314347.7089946986,24.63015355356436,0.07363647282592396,0.30785411892840947,0.5107810828742763,0.3029036939037456,0.8538877544857472,0.794392523364486,57.9717298967437,9.021865367889404
P. vivax,bell,model2_bym2_ar1_ano_h1,115,115,12198,107,130556.2674051266,322781.2213289031,21.867010237287285,0.06984747200974102,0.27013562420874354,0.47730321749763227,0.1820350733153959,0.9101301314775649,0.7757009345794392,56.63763876369226,8.329591035842896
P. vivax,bell,model2_bym2_ar1_ano_h1,116,116,12305,107,131867.08786424107,328145.948681853,1.9240893118085922,0.0792782689637551,0.26170939982719427,0.44869733833134245,0.14702585107551053,0.9313053172240152,0.7663551401869159,58.010387473531075,8.743667125701904
P. vivax,bell,model2_bym2_ar1_ano_h1,117,117,12412,107,132942.9919547778,329268.46402256127,32.84634388270416,0.11657726464595704,0.3281829198307573,0.5412679179730981,0.38278266832919483,0.9338535687268986,0.7850467289719626,57.6973513453907,8.715865135192871
P. vivax,bell,model2_bym2_ar1_ano_h1,118,118,12519,107,134254.64510356582,337725.4846793527,23.142873394811915,0.09594337928099826,0.3875000652365747,0.5815497500700573,0.3775076643602654,0.8467951269293869,0.7383177570093458,55.66942469131113,8.750682830810547
P. vivax,bell,model2_bym2_ar1_ano_h1,119,119,12626,107,135394.90920214192,344136.3074080277,16.064129180966674,0.08255375197640846,0.45559571551739075,0.7161121034537175,0.4112149756627921,0.7760260331008275,0.6728971962616822,56.80164253266779,8.775717735290527
P. vivax,bell,model2_bym2_ar1_ano_h1,120,120,12733,107,136677.90673562296,355282.2761145348,30.82572240866142,0.07999675859153337,0.4861910115238306,0.7674183867719183,0.3972188333532257,0.8085751172180282,0.6728971962616822,54.330286705254686,8.82933497428894
P. vivax,bell,model2_bym2_ar1_ano_h1,121,121,12840,107,137236.28974861192,361029.9143316606,29.01569350274599,0.09256674529677848,0.3630532024199503,0.5847221574809617,0.39848536542079255,0.8441323002658124,0.9626168224299065,317.8018955977856,9.055781126022339
P. vivax,bell,model2_bym2_ar1_ano_h1,122,122,12947,107,137939.98408569046,361700.9831232502,10.257716702488032,0.025490653997012284,0.13870684189410568,0.35526936820583904,0.029152006847061637,0.9903350955348454,0.9439252336448598,64.77493685473415,8.73935866355896
P. vivax,bell,model2_bym2_ar1_ano_h1,123,123,13054,107,138578.9371996771,362364.5340843152,6.7698771452545055,0.06316210183852648,0.21213345018036386,0.4167546754350825,0.1276019568953993,0.9494906671194141,0.8691588785046729,53.861489001344786,8.941349744796753
P. vivax,bell,model2_bym2_ar1_ano_h1,124,124,13161,107,139348.67235565622,363204.87722304044,8.312152452613539,0.0720466471256694,0.25418691816556627,0.4768912007904906,0.20956893551230027,0.8896934183191626,0.8317757009345794,50.70646742796012,8.839231729507446
