codMunRes,ano,mes,rhum
1100155,2003,7,61.274193548387096
1100155,2003,8,71.62903225806451
1100155,2003,9,71
1100155,2003,10,92.76612903225806
1100155,2003,11,95.25833333333334
1100155,2003,12,96.3225806451613
1100189,2003,1,97.01612903225806
1100189,2003,2,97.22321428571429
1100189,2003,3,96.51612903225806
1100189,2003,4,94.275
1100189,2003,5,87.7741935483871
1100189,2003,6,69.11666666666666
1100189,2003,7,48.71774193548387
1100189,2003,8,44.28225806451613
1100189,2003,9,59.53333333333333
1100189,2003,10,88.91935483870968
1100189,2003,11,95.25833333333334
1100189,2003,12,95.39516129032258
1100205,2003,1,92.91935483870968
1100205,2003,2,97.125
1100205,2003,3,96.35483870967742
1100205,2003,4,95.59166666666667
1100205,2003,5,93.7741935483871
1100205,2003,6,87.425
1100205,2003,7,72.83870967741936
1100205,2003,8,71.73387096774194
1100205,2003,9,70.225
1100205,2003,10,84.18548387096774
1100205,2003,11,91.54166666666667
1100205,2003,12,90.91935483870968
1100254,2003,1,96.3225806451613
1100254,2003,2,96.24107142857143
1100254,2003,3,96.04032258064517
1100254,2003,4,94.98333333333333
1100254,2003,5,93.08064516129032
1100254,2003,6,84.30833333333334
1100254,2003,7,61.274193548387096
1100254,2003,8,71.62903225806451
1100254,2003,9,71
1100254,2003,10,92.76612903225806
1100254,2003,11,95.25833333333334
1100254,2003,12,96.3225806451613
1100262,2003,1,96.3225806451613
1100262,2003,2,96.24107142857143
1100262,2003,3,96.04032258064517
1100262,2003,4,94.98333333333333
1100262,2003,5,93.08064516129032
1100262,2003,6,84.30833333333334
1100262,2003,7,61.274193548387096
1100262,2003,8,71.62903225806451
1100262,2003,9,71
1100262,2003,10,92.76612903225806
1100262,2003,11,95.25833333333334
1100262,2003,12,96.3225806451613
1100288,2003,1,90.2741935483871
1100288,2003,2,94.3125
1100288,2003,3,94.9274193548387
1100288,2003,4,92.28333333333333
1100288,2003,5,84.99193548387096
1100288,2003,6,72.18333333333334
1100288,2003,7,53.685483870967744
1100288,2003,8,47.33870967741935
1100288,2003,9,53.083333333333336
1100288,2003,10,80.41129032258064
1100288,2003,11,86.86666666666666
1100288,2003,12,84.62096774193549
1100296,2003,1,90.2741935483871
1100296,2003,2,94.3125
1100296,2003,3,94.9274193548387
1100296,2003,4,92.28333333333333
1100296,2003,5,84.99193548387096
1100296,2003,6,72.18333333333334
1100296,2003,7,53.685483870967744
1100296,2003,8,47.33870967741935
1100296,2003,9,53.083333333333336
1100296,2003,10,80.41129032258064
1100296,2003,11,86.86666666666666
1100296,2003,12,84.62096774193549
1100304,2003,1,97.01612903225806
1100304,2003,2,97.22321428571429
1100304,2003,3,96.51612903225806
1100304,2003,4,94.275
1100304,2003,5,87.7741935483871
1100304,2003,6,69.11666666666666
1100304,2003,7,48.71774193548387
1100304,2003,8,44.28225806451613
1100304,2003,9,59.53333333333333
1100304,2003,10,88.91935483870968
1100304,2003,11,95.25833333333334
1100304,2003,12,95.39516129032258
1100320,2003,1,90.2741935483871
1100320,2003,2,94.3125
1100320,2003,3,94.9274193548387
1100320,2003,4,92.28333333333333
1100320,2003,5,84.99193548387096
1100320,2003,6,72.18333333333334
1100320,2003,7,53.685483870967744
1100320,2003,8,47.33870967741935
1100320,2003,9,53.083333333333336
1100320,2003,10,80.41129032258064
1100320,2003,11,86.86666666666666
1100320,2003,12,84.62096774193549
1100338,2003,1,92.91935483870968
1100338,2003,2,97.125
1100338,2003,3,96.35483870967742
1100338,2003,4,95.59166666666667
1100338,2003,5,93.7741935483871
1100338,2003,6,87.425
1100338,2003,7,72.83870967741936
1100338,2003,8,71.73387096774194
1100338,2003,9,70.225
1100338,2003,10,84.18548387096774
1100338,2003,11,91.54166666666667
1100338,2003,12,90.91935483870968
1100346,2003,1,90.2741935483871
1100346,2003,2,94.3125
1100346,2003,3,94.9274193548387
1100346,2003,4,92.28333333333333
1100346,2003,5,84.99193548387096
1100346,2003,6,72.18333333333334
1100346,2003,7,53.685483870967744
1100346,2003,8,47.33870967741935
1100346,2003,9,53.083333333333336
1100346,2003,10,80.41129032258064
1100346,2003,11,86.86666666666666
1100346,2003,12,84.62096774193549
1100379,2003,1,90.2741935483871
1100379,2003,2,94.3125
1100379,2003,3,94.9274193548387
1100379,2003,4,92.28333333333333
1100379,2003,5,84.99193548387096
1100379,2003,6,72.18333333333334
1100379,2003,7,53.685483870967744
1100379,2003,8,47.33870967741935
1100379,2003,9,53.083333333333336
1100379,2003,10,80.41129032258064
1100379,2003,11,86.86666666666666
1100379,2003,12,84.62096774193549
1100403,2003,1,96.3225806451613
1100403,2003,2,96.24107142857143
1100403,2003,3,96.04032258064517
1100403,2003,4,94.98333333333333
1100403,2003,5,93.08064516129032
1100403,2003,6,84.30833333333334
1100403,2003,7,61.274193548387096
1100403,2003,8,71.62903225806451
1100403,2003,9,71
1100403,2003,10,92.76612903225806
1100403,2003,11,95.25833333333334
1100403,2003,12,96.3225806451613
1100452,2003,1,92.91935483870968
1100452,2003,2,97.125
1100452,2003,3,96.35483870967742
1100452,2003,4,95.59166666666667
1100452,2003,5,93.7741935483871
1100452,2003,6,87.425
1100452,2003,7,72.83870967741936
1100452,2003,8,71.73387096774194
1100452,2003,9,70.225
1100452,2003,10,84.18548387096774
1100452,2003,11,91.54166666666667
1100452,2003,12,90.91935483870968
1100502,2003,1,90.2741935483871
1100502,2003,2,94.3125
1100502,2003,3,94.9274193548387
1100502,2003,4,92.28333333333333
1100502,2003,5,84.99193548387096
1100502,2003,6,72.18333333333334
1100502,2003,7,53.685483870967744
1100502,2003,8,47.33870967741935
1100502,2003,9,53.083333333333336
1100502,2003,10,80.41129032258064
1100502,2003,11,86.86666666666666
1100502,2003,12,84.62096774193549
1100601,2003,1,96.3225806451613
1100601,2003,2,96.24107142857143
1100601,2003,3,96.04032258064517
1100601,2003,4,94.98333333333333
1100601,2003,5,93.08064516129032
1100601,2003,6,84.30833333333334
1100601,2003,7,61.274193548387096
1100601,2003,8,71.62903225806451
1100601,2003,9,71
1100601,2003,10,92.76612903225806
1100601,2003,11,95.25833333333334
1100601,2003,12,96.3225806451613
1100700,2003,1,96.3225806451613
1100700,2003,2,96.24107142857143
1100700,2003,3,96.04032258064517
1100700,2003,4,94.98333333333333
1100700,2003,5,93.08064516129032
1100700,2003,6,84.30833333333334
1100700,2003,7,61.274193548387096
1100700,2003,8,71.62903225806451
1100700,2003,9,71
1100700,2003,10,92.76612903225806
1100700,2003,11,95.25833333333334
1100700,2003,12,96.3225806451613
1100809,2003,1,96.3225806451613
1100809,2003,2,96.24107142857143
1100809,2003,3,96.04032258064517
1100809,2003,4,94.98333333333333
1100809,2003,5,93.08064516129032
1100809,2003,6,84.30833333333334
1100809,2003,7,61.274193548387096
1100809,2003,8,71.62903225806451
1100809,2003,9,71
1100809,2003,10,92.76612903225806
1100809,2003,11,95.25833333333334
1100809,2003,12,96.3225806451613
1100908,2003,1,90.2741935483871
1100908,2003,2,94.3125
1100908,2003,3,94.9274193548387
1100908,2003,4,92.28333333333333
1100908,2003,5,84.99193548387096
1100908,2003,6,72.18333333333334
1100908,2003,7,53.685483870967744
1100908,2003,8,47.33870967741935
1100908,2003,9,53.083333333333336
1100908,2003,10,80.41129032258064
1100908,2003,11,86.86666666666666
1100908,2003,12,84.62096774193549
1100924,2003,1,97.01612903225806
1100924,2003,2,97.22321428571429
1100924,2003,3,96.51612903225806
1100924,2003,4,94.275
1100924,2003,5,87.7741935483871
1100924,2003,6,69.11666666666666
1100924,2003,7,48.71774193548387
1100924,2003,8,44.28225806451613
1100924,2003,9,59.53333333333333
1100924,2003,10,88.91935483870968
1100924,2003,11,95.25833333333334
1100924,2003,12,95.39516129032258
1100940,2003,1,96.3225806451613
1100940,2003,2,96.24107142857143
1100940,2003,3,96.04032258064517
1100940,2003,4,94.98333333333333
1100940,2003,5,93.08064516129032
1100940,2003,6,84.30833333333334
1100940,2003,7,61.274193548387096
1100940,2003,8,71.62903225806451
1100940,2003,9,71
1100940,2003,10,92.76612903225806
1100940,2003,11,95.25833333333334
1100940,2003,12,96.3225806451613
1101005,2003,1,96.3225806451613
1101005,2003,2,96.24107142857143
1101005,2003,3,96.04032258064517
1101005,2003,4,94.98333333333333
1101005,2003,5,93.08064516129032
1101005,2003,6,84.30833333333334
1101005,2003,7,61.274193548387096
1101005,2003,8,71.62903225806451
1101005,2003,9,71
1101005,2003,10,92.76612903225806
1101005,2003,11,95.25833333333334
1101005,2003,12,96.3225806451613
1101104,2003,1,96.3225806451613
1101104,2003,2,96.24107142857143
1101104,2003,3,96.04032258064517
1101104,2003,4,94.98333333333333
1101104,2003,5,93.08064516129032
1101104,2003,6,84.30833333333334
1101104,2003,7,61.274193548387096
1101104,2003,8,71.62903225806451
1101104,2003,9,71
1101104,2003,10,92.76612903225806
1101104,2003,11,95.25833333333334
1101104,2003,12,96.3225806451613
1101203,2003,1,96.3225806451613
1101203,2003,2,96.24107142857143
1101203,2003,3,96.04032258064517
1101203,2003,4,94.98333333333333
1101203,2003,5,93.08064516129032
1101203,2003,6,84.30833333333334
1101203,2003,7,61.274193548387096
1101203,2003,8,71.62903225806451
1101203,2003,9,71
1101203,2003,10,92.76612903225806
1101203,2003,11,95.25833333333334
1101203,2003,12,96.3225806451613
1101302,2003,1,96.3225806451613
1101302,2003,2,96.24107142857143
1101302,2003,3,96.04032258064517
1101302,2003,4,94.98333333333333
1101302,2003,5,93.08064516129032
1101302,2003,6,84.30833333333334
1101302,2003,7,61.274193548387096
1101302,2003,8,71.62903225806451
1101302,2003,9,71
1101302,2003,10,92.76612903225806
1101302,2003,11,95.25833333333334
1101302,2003,12,96.3225806451613
1101401,2003,1,96.3225806451613
1101401,2003,2,96.24107142857143
1101401,2003,3,96.04032258064517
1101401,2003,4,94.98333333333333
1101401,2003,5,93.08064516129032
1101401,2003,6,84.30833333333334
1101401,2003,7,61.274193548387096
1101401,2003,8,71.62903225806451
1101401,2003,9,71
1101401,2003,10,92.76612903225806
1101401,2003,11,95.25833333333334
1101401,2003,12,96.3225806451613
1101435,2003,1,96.3225806451613
1101435,2003,2,96.24107142857143
1101435,2003,3,96.04032258064517
1101435,2003,4,94.98333333333333
1101435,2003,5,93.08064516129032
1101435,2003,6,84.30833333333334
1101435,2003,7,61.274193548387096
1101435,2003,8,71.62903225806451
1101435,2003,9,71
1101435,2003,10,92.76612903225806
1101435,2003,11,95.25833333333334
1101435,2003,12,96.3225806451613
1101450,2003,1,90.2741935483871
1101450,2003,2,94.3125
1101450,2003,3,94.9274193548387
1101450,2003,4,92.28333333333333
1101450,2003,5,84.99193548387096
1101450,2003,6,72.18333333333334
1101450,2003,7,53.685483870967744
1101450,2003,8,47.33870967741935
1101450,2003,9,53.083333333333336
1101450,2003,10,80.41129032258064
1101450,2003,11,86.86666666666666
1101450,2003,12,84.62096774193549
1101468,2003,1,97.01612903225806
1101468,2003,2,97.22321428571429
1101468,2003,3,96.51612903225806
1101468,2003,4,94.275
1101468,2003,5,87.7741935483871
1101468,2003,6,69.11666666666666
1101468,2003,7,48.71774193548387
1101468,2003,8,44.28225806451613
1101468,2003,9,59.53333333333333
1101468,2003,10,88.91935483870968
1101468,2003,11,95.25833333333334
1101468,2003,12,95.39516129032258
1101476,2003,1,90.2741935483871
1101476,2003,2,94.3125
1101476,2003,3,94.9274193548387
1101476,2003,4,92.28333333333333
1101476,2003,5,84.99193548387096
1101476,2003,6,72.18333333333334
1101476,2003,7,53.685483870967744
1101476,2003,8,47.33870967741935
1101476,2003,9,53.083333333333336
1101476,2003,10,80.41129032258064
1101476,2003,11,86.86666666666666
1101476,2003,12,84.62096774193549
1101484,2003,1,90.2741935483871
1101484,2003,2,94.3125
1101484,2003,3,94.9274193548387
1101484,2003,4,92.28333333333333
1101484,2003,5,84.99193548387096
1101484,2003,6,72.18333333333334
1101484,2003,7,53.685483870967744
1101484,2003,8,47.33870967741935
1101484,2003,9,53.083333333333336
1101484,2003,10,80.41129032258064
1101484,2003,11,86.86666666666666
1101484,2003,12,84.62096774193549
1101492,2003,1,90.2741935483871
1101492,2003,2,94.3125
1101492,2003,3,94.9274193548387
1101492,2003,4,92.28333333333333
1101492,2003,5,84.99193548387096
1101492,2003,6,72.18333333333334
1101492,2003,7,53.685483870967744
1101492,2003,8,47.33870967741935
1101492,2003,9,53.083333333333336
1101492,2003,10,80.41129032258064
1101492,2003,11,86.86666666666666
1101492,2003,12,84.62096774193549
1101500,2003,1,90.2741935483871
1101500,2003,2,94.3125
1101500,2003,3,94.9274193548387
1101500,2003,4,92.28333333333333
1101500,2003,5,84.99193548387096
1101500,2003,6,72.18333333333334
1101500,2003,7,53.685483870967744
1101500,2003,8,47.33870967741935
1101500,2003,9,53.083333333333336
1101500,2003,10,80.41129032258064
1101500,2003,11,86.86666666666666
1101500,2003,12,84.62096774193549
1101559,2003,1,96.3225806451613
1101559,2003,2,96.24107142857143
1101559,2003,3,96.04032258064517
1101559,2003,4,94.98333333333333
1101559,2003,5,93.08064516129032
1101559,2003,6,84.30833333333334
1101559,2003,7,61.274193548387096
1101559,2003,8,71.62903225806451
1101559,2003,9,71
1101559,2003,10,92.76612903225806
1101559,2003,11,95.25833333333334
1101559,2003,12,96.3225806451613
1101609,2003,1,96.3225806451613
1101609,2003,2,96.24107142857143
1101609,2003,3,96.04032258064517
1101609,2003,4,94.98333333333333
1101609,2003,5,93.08064516129032
1101609,2003,6,84.30833333333334
1101609,2003,7,61.274193548387096
1101609,2003,8,71.62903225806451
1101609,2003,9,71
1101609,2003,10,92.76612903225806
1101609,2003,11,95.25833333333334
1101609,2003,12,96.3225806451613
1101708,2003,1,96.3225806451613
1101708,2003,2,96.24107142857143
1101708,2003,3,96.04032258064517
1101708,2003,4,94.98333333333333
1101708,2003,5,93.08064516129032
1101708,2003,6,84.30833333333334
1101708,2003,7,61.274193548387096
1101708,2003,8,71.62903225806451
1101708,2003,9,71
1101708,2003,10,92.76612903225806
1101708,2003,11,95.25833333333334
1101708,2003,12,96.3225806451613
1101757,2003,1,96.3225806451613
1101757,2003,2,96.24107142857143
1101757,2003,3,96.04032258064517
1101757,2003,4,94.98333333333333
1101757,2003,5,93.08064516129032
1101757,2003,6,84.30833333333334
1101757,2003,7,61.274193548387096
1101757,2003,8,71.62903225806451
1101757,2003,9,71
1101757,2003,10,92.76612903225806
1101757,2003,11,95.25833333333334
1101757,2003,12,96.3225806451613
1101807,2003,1,96.3225806451613
1101807,2003,2,96.24107142857143
1101807,2003,3,96.04032258064517
1101807,2003,4,94.98333333333333
1101807,2003,5,93.08064516129032
1101807,2003,6,84.30833333333334
1101807,2003,7,61.274193548387096
1101807,2003,8,71.62903225806451
1101807,2003,9,71
1101807,2003,10,92.76612903225806
1101807,2003,11,95.25833333333334
1101807,2003,12,96.3225806451613
1200013,2003,1,88.84677419354838
1200013,2003,2,95.33035714285714
1200013,2003,3,94.58870967741936
1200013,2003,4,93.5
1200013,2003,5,92.49193548387096
1200013,2003,6,84.04166666666667
1200013,2003,7,77.04838709677419
1200013,2003,8,68.73387096774194
1200013,2003,9,70.53333333333333
1200013,2003,10,75
1200013,2003,11,86.61666666666666
1200013,2003,12,86.73387096774194
1200054,2003,1,81.7741935483871
1200054,2003,2,84.36607142857143
1200054,2003,3,85.59677419354838
1200054,2003,4,84.89166666666667
1200054,2003,5,83.93548387096774
1200054,2003,6,76.89166666666667
1200054,2003,7,76.78225806451613
1200054,2003,8,68.88709677419355
1200054,2003,9,67.01666666666667
1200054,2003,10,70.99193548387096
1200054,2003,11,79.875
1200054,2003,12,80.64516129032258
1200104,2003,1,88.84677419354838
1200104,2003,2,95.33035714285714
1200104,2003,3,94.58870967741936
1200104,2003,4,93.5
1200104,2003,5,92.49193548387096
1200104,2003,6,84.04166666666667
1200104,2003,7,77.04838709677419
1200104,2003,8,68.73387096774194
1200104,2003,9,70.53333333333333
1200104,2003,10,75
1200104,2003,11,86.61666666666666
1200104,2003,12,86.73387096774194
1200138,2003,1,88.84677419354838
1200138,2003,2,95.33035714285714
1200138,2003,3,94.58870967741936
1200138,2003,4,93.5
1200138,2003,5,92.49193548387096
1200138,2003,6,84.04166666666667
1200138,2003,7,77.04838709677419
1200138,2003,8,68.73387096774194
1200138,2003,9,70.53333333333333
1200138,2003,10,75
1200138,2003,11,86.61666666666666
1200138,2003,12,86.73387096774194
1200179,2003,1,88.84677419354838
1200179,2003,2,95.33035714285714
1200179,2003,3,94.58870967741936
1200179,2003,4,93.5
1200179,2003,5,92.49193548387096
1200179,2003,6,84.04166666666667
1200179,2003,7,77.04838709677419
1200179,2003,8,68.73387096774194
1200179,2003,9,70.53333333333333
1200179,2003,10,75
1200179,2003,11,86.61666666666666
1200179,2003,12,86.73387096774194
1200203,2003,1,90.05645161290323
1200203,2003,2,91.8125
1200203,2003,3,91.56451612903226
1200203,2003,4,91.325
1200203,2003,5,91.36290322580645
1200203,2003,6,87.80833333333334
1200203,2003,7,81.74193548387096
1200203,2003,8,72.80645161290323
1200203,2003,9,72.51666666666667
1200203,2003,10,76.74193548387096
1200203,2003,11,84.90833333333333
1200203,2003,12,86.29838709677419
1200252,2003,1,88.84677419354838
1200252,2003,2,95.33035714285714
1200252,2003,3,94.58870967741936
1200252,2003,4,93.5
1200252,2003,5,92.49193548387096
1200252,2003,6,84.04166666666667
1200252,2003,7,77.04838709677419
1200252,2003,8,68.73387096774194
1200252,2003,9,70.53333333333333
1200252,2003,10,75
1200252,2003,11,86.61666666666666
1200252,2003,12,86.73387096774194
1200302,2003,1,93.45967741935483
1200302,2003,2,95.34821428571429
1200302,2003,3,94.7258064516129
1200302,2003,4,95.425
1200302,2003,5,95.83064516129032
1200302,2003,6,89.45833333333333
1200302,2003,7,83.18548387096774
1200302,2003,8,74.78225806451613
1200302,2003,9,75.10833333333333
1200302,2003,10,80.95967741935483
1200302,2003,11,88.03333333333333
1200302,2003,12,89.78225806451613
1200328,2003,1,93.26612903225806
1200328,2003,2,95.02678571428571
1200328,2003,3,94.9758064516129
1200328,2003,4,95.6
1200328,2003,5,95.68548387096774
1200328,2003,6,93.03333333333333
1200328,2003,7,93.5
1200328,2003,8,88.91129032258064
1200328,2003,9,88.625
1200328,2003,10,88.93548387096774
1200328,2003,11,93.24166666666666
1200328,2003,12,92.83870967741936
1200336,2003,1,90.05645161290323
1200336,2003,2,91.8125
1200336,2003,3,91.56451612903226
1200336,2003,4,91.325
1200336,2003,5,91.36290322580645
1200336,2003,6,87.80833333333334
1200336,2003,7,81.74193548387096
1200336,2003,8,72.80645161290323
1200336,2003,9,72.51666666666667
1200336,2003,10,76.74193548387096
1200336,2003,11,84.90833333333333
1200336,2003,12,86.29838709677419
1200344,2003,1,81.7741935483871
1200344,2003,2,84.36607142857143
1200344,2003,3,85.59677419354838
1200344,2003,4,84.89166666666667
1200344,2003,5,83.93548387096774
1200344,2003,6,76.89166666666667
1200344,2003,7,76.78225806451613
1200344,2003,8,68.88709677419355
1200344,2003,9,67.01666666666667
1200344,2003,10,70.99193548387096
1200344,2003,11,79.875
1200344,2003,12,80.64516129032258
1200351,2003,1,93.26612903225806
1200351,2003,2,95.02678571428571
1200351,2003,3,94.9758064516129
1200351,2003,4,95.6
1200351,2003,5,95.68548387096774
1200351,2003,6,93.03333333333333
1200351,2003,7,93.5
1200351,2003,8,88.91129032258064
1200351,2003,9,88.625
1200351,2003,10,88.93548387096774
1200351,2003,11,93.24166666666666
1200351,2003,12,92.83870967741936
1200385,2003,1,88.84677419354838
1200385,2003,2,95.33035714285714
1200385,2003,3,94.58870967741936
1200385,2003,4,93.5
1200385,2003,5,92.49193548387096
1200385,2003,6,84.04166666666667
1200385,2003,7,77.04838709677419
1200385,2003,8,68.73387096774194
1200385,2003,9,70.53333333333333
1200385,2003,10,75
1200385,2003,11,86.61666666666666
1200385,2003,12,86.73387096774194
1200393,2003,1,90.05645161290323
1200393,2003,2,91.8125
1200393,2003,3,91.56451612903226
1200393,2003,4,91.325
1200393,2003,5,91.36290322580645
1200393,2003,6,87.80833333333334
1200393,2003,7,81.74193548387096
1200393,2003,8,72.80645161290323
1200393,2003,9,72.51666666666667
1200393,2003,10,76.74193548387096
1200393,2003,11,84.90833333333333
1200393,2003,12,86.29838709677419
1200401,2003,1,88.84677419354838
1200401,2003,2,95.33035714285714
1200401,2003,3,94.58870967741936
1200401,2003,4,93.5
1200401,2003,5,92.49193548387096
1200401,2003,6,84.04166666666667
1200401,2003,7,77.04838709677419
1200401,2003,8,68.73387096774194
1200401,2003,9,70.53333333333333
1200401,2003,10,75
1200401,2003,11,86.61666666666666
1200401,2003,12,86.73387096774194
1200427,2003,1,90.05645161290323
1200427,2003,2,91.8125
1200427,2003,3,91.56451612903226
1200427,2003,4,91.325
1200427,2003,5,91.36290322580645
1200427,2003,6,87.80833333333334
1200427,2003,7,81.74193548387096
1200427,2003,8,72.80645161290323
1200427,2003,9,72.51666666666667
1200427,2003,10,76.74193548387096
1200427,2003,11,84.90833333333333
1200427,2003,12,86.29838709677419
1200435,2003,1,81.7741935483871
1200435,2003,2,84.36607142857143
1200435,2003,3,85.59677419354838
1200435,2003,4,84.89166666666667
1200435,2003,5,83.93548387096774
1200435,2003,6,76.89166666666667
1200435,2003,7,76.78225806451613
1200435,2003,8,68.88709677419355
1200435,2003,9,67.01666666666667
1200435,2003,10,70.99193548387096
1200435,2003,11,79.875
1200435,2003,12,80.64516129032258
1200450,2003,1,88.84677419354838
1200450,2003,2,95.33035714285714
1200450,2003,3,94.58870967741936
1200450,2003,4,93.5
1200450,2003,5,92.49193548387096
1200450,2003,6,84.04166666666667
1200450,2003,7,77.04838709677419
1200450,2003,8,68.73387096774194
1200450,2003,9,70.53333333333333
1200450,2003,10,75
1200450,2003,11,86.61666666666666
1200450,2003,12,86.73387096774194
1200500,2003,1,88.84677419354838
1200500,2003,2,95.33035714285714
1200500,2003,3,94.58870967741936
1200500,2003,4,93.5
1200500,2003,5,92.49193548387096
1200500,2003,6,84.04166666666667
