codMunRes,ano,mes,rhum
1506401,2007,11,88.58333333333333
1506401,2007,12,91.2741935483871
1506500,2007,1,93.16129032258064
1506500,2007,2,95.67857142857143
1506500,2007,3,95.95161290322581
1506500,2007,4,96.3
1506500,2007,5,96.29032258064517
1506500,2007,6,92.975
1506500,2007,7,95.12096774193549
1506500,2007,8,80.90322580645162
1506500,2007,9,68.975
1506500,2007,10,75.26612903225806
1506500,2007,11,87.68333333333334
1506500,2007,12,94.59677419354838
1506559,2007,1,93.16129032258064
1506559,2007,2,95.67857142857143
1506559,2007,3,95.95161290322581
1506559,2007,4,96.3
1506559,2007,5,96.29032258064517
1506559,2007,6,92.975
1506559,2007,7,95.12096774193549
1506559,2007,8,80.90322580645162
1506559,2007,9,68.975
1506559,2007,10,75.26612903225806
1506559,2007,11,87.68333333333334
1506559,2007,12,94.59677419354838
1506583,2007,1,92.12903225806451
1506583,2007,2,92.75
1506583,2007,3,91.65322580645162
1506583,2007,4,91.5
1506583,2007,5,77.87903225806451
1506583,2007,6,53.50833333333333
1506583,2007,7,37.53225806451613
1506583,2007,8,31.193548387096776
1506583,2007,9,30.891666666666666
1506583,2007,10,60.45161290322581
1506583,2007,11,89.61666666666666
1506583,2007,12,92.21774193548387
1506609,2007,1,93.16129032258064
1506609,2007,2,95.67857142857143
1506609,2007,3,95.95161290322581
1506609,2007,4,96.3
1506609,2007,5,96.29032258064517
1506609,2007,6,92.975
1506609,2007,7,95.12096774193549
1506609,2007,8,80.90322580645162
1506609,2007,9,68.975
1506609,2007,10,75.26612903225806
1506609,2007,11,87.68333333333334
1506609,2007,12,94.59677419354838
1506708,2007,1,92.12903225806451
1506708,2007,2,92.75
1506708,2007,3,91.65322580645162
1506708,2007,4,91.5
1506708,2007,5,77.87903225806451
1506708,2007,6,53.50833333333333
1506708,2007,7,37.53225806451613
1506708,2007,8,31.193548387096776
1506708,2007,9,30.891666666666666
1506708,2007,10,60.45161290322581
1506708,2007,11,89.61666666666666
1506708,2007,12,92.21774193548387
1506807,2007,1,89.16935483870968
1506807,2007,2,91.44642857142857
1506807,2007,3,96.80645161290323
1506807,2007,4,95.91666666666667
1506807,2007,5,95.12903225806451
1506807,2007,6,91.93333333333334
1506807,2007,7,91.93548387096774
1506807,2007,8,91.4758064516129
1506807,2007,9,91.30833333333334
1506807,2007,10,92.60483870967742
1506807,2007,11,92.7
1506807,2007,12,95.75
1506906,2007,1,85.28225806451613
1506906,2007,2,89.25
1506906,2007,3,90.53225806451613
1506906,2007,4,91.06666666666666
1506906,2007,5,88.51612903225806
1506906,2007,6,82.85833333333333
1506906,2007,7,82.28225806451613
1506906,2007,8,82.03225806451613
1506906,2007,9,75.66666666666667
1506906,2007,10,76.06451612903226
1506906,2007,11,83.39166666666667
1506906,2007,12,87.75806451612904
1507003,2007,1,85.28225806451613
1507003,2007,2,89.25
1507003,2007,3,90.53225806451613
1507003,2007,4,91.06666666666666
1507003,2007,5,88.51612903225806
1507003,2007,6,82.85833333333333
1507003,2007,7,82.28225806451613
1507003,2007,8,82.03225806451613
1507003,2007,9,75.66666666666667
1507003,2007,10,76.06451612903226
1507003,2007,11,83.39166666666667
1507003,2007,12,87.75806451612904
1507102,2007,1,85.28225806451613
1507102,2007,2,89.25
1507102,2007,3,90.53225806451613
1507102,2007,4,91.06666666666666
1507102,2007,5,88.51612903225806
1507102,2007,6,82.85833333333333
1507102,2007,7,82.28225806451613
1507102,2007,8,82.03225806451613
1507102,2007,9,75.66666666666667
1507102,2007,10,76.06451612903226
1507102,2007,11,83.39166666666667
1507102,2007,12,87.75806451612904
1507151,2007,1,93.37096774193549
1507151,2007,2,95.16964285714286
1507151,2007,3,95.1774193548387
1507151,2007,4,95.74166666666666
1507151,2007,5,91.26612903225806
1507151,2007,6,75.9
1507151,2007,7,73.41129032258064
1507151,2007,8,51.645161290322584
1507151,2007,9,47.38333333333333
1507151,2007,10,69.45967741935483
1507151,2007,11,93.64166666666667
1507151,2007,12,94.5241935483871
1507201,2007,1,93.16129032258064
1507201,2007,2,95.67857142857143
1507201,2007,3,95.95161290322581
1507201,2007,4,96.3
1507201,2007,5,96.29032258064517
1507201,2007,6,92.975
1507201,2007,7,95.12096774193549
1507201,2007,8,80.90322580645162
1507201,2007,9,68.975
1507201,2007,10,75.26612903225806
1507201,2007,11,87.68333333333334
1507201,2007,12,94.59677419354838
1507300,2007,1,95.10483870967742
1507300,2007,2,96.375
1507300,2007,3,94.91129032258064
1507300,2007,4,94.70833333333333
1507300,2007,5,89.70161290322581
1507300,2007,6,67.09166666666667
1507300,2007,7,62.056451612903224
1507300,2007,8,42.45967741935484
1507300,2007,9,53.81666666666667
1507300,2007,10,88.73387096774194
1507300,2007,11,94.73333333333333
1507300,2007,12,94.91129032258064
1507409,2007,1,85.28225806451613
1507409,2007,2,89.25
1507409,2007,3,90.53225806451613
1507409,2007,4,91.06666666666666
1507409,2007,5,88.51612903225806
1507409,2007,6,82.85833333333333
1507409,2007,7,82.28225806451613
1507409,2007,8,82.03225806451613
1507409,2007,9,75.66666666666667
1507409,2007,10,76.06451612903226
1507409,2007,11,83.39166666666667
1507409,2007,12,87.75806451612904
1507458,2007,1,93.43548387096774
1507458,2007,2,94.14285714285714
1507458,2007,3,93.46774193548387
1507458,2007,4,94.45833333333333
1507458,2007,5,78.19354838709677
1507458,2007,6,56.516666666666666
1507458,2007,7,45.62096774193548
1507458,2007,8,36.71774193548387
1507458,2007,9,34.875
1507458,2007,10,53.86290322580645
1507458,2007,11,90.85
1507458,2007,12,93.5241935483871
1507466,2007,1,85.28225806451613
1507466,2007,2,89.25
1507466,2007,3,90.53225806451613
1507466,2007,4,91.06666666666666
1507466,2007,5,88.51612903225806
1507466,2007,6,82.85833333333333
1507466,2007,7,82.28225806451613
1507466,2007,8,82.03225806451613
1507466,2007,9,75.66666666666667
1507466,2007,10,76.06451612903226
1507466,2007,11,83.39166666666667
1507466,2007,12,87.75806451612904
1507474,2007,1,85.28225806451613
1507474,2007,2,89.25
1507474,2007,3,90.53225806451613
1507474,2007,4,91.06666666666666
1507474,2007,5,88.51612903225806
1507474,2007,6,82.85833333333333
1507474,2007,7,82.28225806451613
1507474,2007,8,82.03225806451613
1507474,2007,9,75.66666666666667
1507474,2007,10,76.06451612903226
1507474,2007,11,83.39166666666667
1507474,2007,12,87.75806451612904
1507508,2007,1,94.09677419354838
1507508,2007,2,96.21428571428571
1507508,2007,3,95.3225806451613
1507508,2007,4,95.59166666666667
1507508,2007,5,92.5
1507508,2007,6,80.05
1507508,2007,7,81.75
1507508,2007,8,62.516129032258064
1507508,2007,9,64.61666666666666
1507508,2007,10,91.29838709677419
1507508,2007,11,95.55833333333334
1507508,2007,12,95.45967741935483
1507607,2007,1,93.16129032258064
1507607,2007,2,95.67857142857143
1507607,2007,3,95.95161290322581
1507607,2007,4,96.3
1507607,2007,5,96.29032258064517
1507607,2007,6,92.975
1507607,2007,7,95.12096774193549
1507607,2007,8,80.90322580645162
1507607,2007,9,68.975
1507607,2007,10,75.26612903225806
1507607,2007,11,87.68333333333334
1507607,2007,12,94.59677419354838
1507706,2007,1,93.05645161290323
1507706,2007,2,94.35714285714286
1507706,2007,3,95.41935483870968
1507706,2007,4,95.70833333333333
1507706,2007,5,94.76612903225806
1507706,2007,6,89.94166666666666
1507706,2007,7,92.87903225806451
1507706,2007,8,88.53225806451613
1507706,2007,9,86.18333333333334
1507706,2007,10,90.59677419354838
1507706,2007,11,93.13333333333334
1507706,2007,12,94.26612903225806
1507755,2007,1,94.16935483870968
1507755,2007,2,95.77678571428571
1507755,2007,3,94.19354838709677
1507755,2007,4,94.025
1507755,2007,5,84.74193548387096
1507755,2007,6,60.71666666666667
1507755,2007,7,50.91129032258065
1507755,2007,8,36.04838709677419
1507755,2007,9,40.74166666666667
1507755,2007,10,75.75806451612904
1507755,2007,11,93.51666666666667
1507755,2007,12,95.45967741935483
1507805,2007,1,94.37903225806451
1507805,2007,2,95.57142857142857
1507805,2007,3,95.7741935483871
1507805,2007,4,96.49166666666666
1507805,2007,5,94.45967741935483
1507805,2007,6,84.96666666666667
1507805,2007,7,89.04838709677419
1507805,2007,8,73.91935483870968
1507805,2007,9,80.18333333333334
1507805,2007,10,94.60483870967742
1507805,2007,11,95.39166666666667
1507805,2007,12,96.16935483870968
1507904,2007,1,85.28225806451613
1507904,2007,2,89.25
1507904,2007,3,90.53225806451613
1507904,2007,4,91.06666666666666
1507904,2007,5,88.51612903225806
1507904,2007,6,82.85833333333333
1507904,2007,7,82.28225806451613
1507904,2007,8,82.03225806451613
1507904,2007,9,75.66666666666667
1507904,2007,10,76.06451612903226
1507904,2007,11,83.39166666666667
1507904,2007,12,87.75806451612904
1507953,2007,1,93.05645161290323
1507953,2007,2,94.35714285714286
1507953,2007,3,95.41935483870968
1507953,2007,4,95.70833333333333
1507953,2007,5,94.76612903225806
1507953,2007,6,89.94166666666666
1507953,2007,7,92.87903225806451
1507953,2007,8,88.53225806451613
1507953,2007,9,86.18333333333334
1507953,2007,10,90.59677419354838
1507953,2007,11,93.13333333333334
1507953,2007,12,94.26612903225806
1507961,2007,1,85.28225806451613
1507961,2007,2,89.25
1507961,2007,3,90.53225806451613
1507961,2007,4,91.06666666666666
1507961,2007,5,88.51612903225806
1507961,2007,6,82.85833333333333
1507961,2007,7,82.28225806451613
1507961,2007,8,82.03225806451613
1507961,2007,9,75.66666666666667
1507961,2007,10,76.06451612903226
1507961,2007,11,83.39166666666667
1507961,2007,12,87.75806451612904
1507979,2007,1,93.99193548387096
1507979,2007,2,94.02678571428571
1507979,2007,3,97.53225806451613
1507979,2007,4,97.16666666666667
1507979,2007,5,96.74193548387096
1507979,2007,6,93.625
1507979,2007,7,93.0241935483871
1507979,2007,8,91.35483870967742
1507979,2007,9,92.10833333333333
1507979,2007,10,92.66935483870968
1507979,2007,11,94.71666666666667
1507979,2007,12,96.2741935483871
1508001,2007,1,93.16129032258064
1508001,2007,2,95.67857142857143
1508001,2007,3,95.95161290322581
1508001,2007,4,96.3
1508001,2007,5,96.29032258064517
1508001,2007,6,92.975
1508001,2007,7,95.12096774193549
1508001,2007,8,80.90322580645162
1508001,2007,9,68.975
1508001,2007,10,75.26612903225806
1508001,2007,11,87.68333333333334
1508001,2007,12,94.59677419354838
1508035,2007,1,85.28225806451613
1508035,2007,2,89.25
1508035,2007,3,90.53225806451613
1508035,2007,4,91.06666666666666
1508035,2007,5,88.51612903225806
1508035,2007,6,82.85833333333333
1508035,2007,7,82.28225806451613
1508035,2007,8,82.03225806451613
1508035,2007,9,75.66666666666667
1508035,2007,10,76.06451612903226
1508035,2007,11,83.39166666666667
1508035,2007,12,87.75806451612904
1508050,2007,1,95.06451612903226
1508050,2007,2,94.80357142857143
1508050,2007,3,96.85483870967742
1508050,2007,4,97.39166666666667
1508050,2007,5,95.90322580645162
1508050,2007,6,90.175
1508050,2007,7,93.10483870967742
1508050,2007,8,82.28225806451613
1508050,2007,9,91.825
1508050,2007,10,94.20967741935483
1508050,2007,11,95.89166666666667
1508050,2007,12,96.49193548387096
1508084,2007,1,94.16935483870968
1508084,2007,2,95.77678571428571
1508084,2007,3,94.19354838709677
1508084,2007,4,94.025
1508084,2007,5,84.74193548387096
1508084,2007,6,60.71666666666667
1508084,2007,7,50.91129032258065
1508084,2007,8,36.04838709677419
1508084,2007,9,40.74166666666667
1508084,2007,10,75.75806451612904
1508084,2007,11,93.51666666666667
1508084,2007,12,95.45967741935483
1508100,2007,1,94.09677419354838
1508100,2007,2,96.21428571428571
1508100,2007,3,95.3225806451613
1508100,2007,4,95.59166666666667
1508100,2007,5,92.5
1508100,2007,6,80.05
1508100,2007,7,81.75
1508100,2007,8,62.516129032258064
1508100,2007,9,64.61666666666666
1508100,2007,10,91.29838709677419
1508100,2007,11,95.55833333333334
1508100,2007,12,95.45967741935483
1508126,2007,1,93.37096774193549
1508126,2007,2,95.16964285714286
1508126,2007,3,95.1774193548387
1508126,2007,4,95.74166666666666
1508126,2007,5,91.26612903225806
1508126,2007,6,75.9
1508126,2007,7,73.41129032258064
1508126,2007,8,51.645161290322584
1508126,2007,9,47.38333333333333
1508126,2007,10,69.45967741935483
1508126,2007,11,93.64166666666667
1508126,2007,12,94.5241935483871
1508159,2007,1,92.70967741935483
1508159,2007,2,94.16964285714286
1508159,2007,3,97.04838709677419
1508159,2007,4,96.55
1508159,2007,5,95.46774193548387
1508159,2007,6,92.7
1508159,2007,7,94.0241935483871
1508159,2007,8,93.20967741935483
1508159,2007,9,94.35833333333333
1508159,2007,10,95.08064516129032
1508159,2007,11,94.91666666666667
1508159,2007,12,96.08064516129032
1508209,2007,1,85.28225806451613
1508209,2007,2,89.25
1508209,2007,3,90.53225806451613
1508209,2007,4,91.06666666666666
1508209,2007,5,88.51612903225806
1508209,2007,6,82.85833333333333
1508209,2007,7,82.28225806451613
1508209,2007,8,82.03225806451613
1508209,2007,9,75.66666666666667
1508209,2007,10,76.06451612903226
1508209,2007,11,83.39166666666667
1508209,2007,12,87.75806451612904
1508308,2007,1,80.28225806451613
1508308,2007,2,85.44642857142857
1508308,2007,3,85.55645161290323
1508308,2007,4,86.48333333333333
1508308,2007,5,84.34677419354838
1508308,2007,6,77.46666666666667
1508308,2007,7,76.63709677419355
1508308,2007,8,75.39516129032258
1508308,2007,9,75.925
1508308,2007,10,77.14516129032258
1508308,2007,11,81.10833333333333
1508308,2007,12,81.5241935483871
1508357,2007,1,92.70967741935483
1508357,2007,2,94.16964285714286
1508357,2007,3,97.04838709677419
1508357,2007,4,96.55
1508357,2007,5,95.46774193548387
1508357,2007,6,92.7
1508357,2007,7,94.0241935483871
1508357,2007,8,93.20967741935483
1508357,2007,9,94.35833333333333
1508357,2007,10,95.08064516129032
1508357,2007,11,94.91666666666667
1508357,2007,12,96.08064516129032
1508407,2007,1,94.16935483870968
1508407,2007,2,95.77678571428571
1508407,2007,3,94.19354838709677
1508407,2007,4,94.025
1508407,2007,5,84.74193548387096
1508407,2007,6,60.71666666666667
1508407,2007,7,50.91129032258065
1508407,2007,8,36.04838709677419
1508407,2007,9,40.74166666666667
1508407,2007,10,75.75806451612904
1508407,2007,11,93.51666666666667
1508407,2007,12,95.45967741935483
1600055,2007,1,93.78225806451613
1600055,2007,2,95.50892857142857
1600055,2007,3,97.87903225806451
1600055,2007,4,97.59166666666667
1600055,2007,5,97.13709677419355
1600055,2007,6,95.49166666666666
1600055,2007,7,94.45161290322581
1600055,2007,8,94.59677419354838
1600055,2007,9,94.8
1600055,2007,10,94.56451612903226
1600055,2007,11,93.425
1600055,2007,12,96.35483870967742
1600105,2007,1,84.99193548387096
1600105,2007,2,86.07142857142857
1600105,2007,3,89.41129032258064
1600105,2007,4,89.40833333333333
1600105,2007,5,88.01612903225806
1600105,2007,6,82.875
1600105,2007,7,78.91129032258064
1600105,2007,8,78.85483870967742
1600105,2007,9,79.18333333333334
1600105,2007,10,83.6774193548387
1600105,2007,11,84.36666666666666
1600105,2007,12,86.70161290322581
1600154,2007,1,93.78225806451613
1600154,2007,2,95.50892857142857
1600154,2007,3,97.87903225806451
1600154,2007,4,97.59166666666667
1600154,2007,5,97.13709677419355
1600154,2007,6,95.49166666666666
1600154,2007,7,94.45161290322581
1600154,2007,8,94.59677419354838
1600154,2007,9,94.8
1600154,2007,10,94.56451612903226
1600154,2007,11,93.425
1600154,2007,12,96.35483870967742
1600204,2007,1,84.99193548387096
1600204,2007,2,86.07142857142857
1600204,2007,3,89.41129032258064
1600204,2007,4,89.40833333333333
1600204,2007,5,88.01612903225806
1600204,2007,6,82.875
1600204,2007,7,78.91129032258064
1600204,2007,8,78.85483870967742
1600204,2007,9,79.18333333333334
1600204,2007,10,83.6774193548387
1600204,2007,11,84.36666666666666
1600204,2007,12,86.70161290322581
1600212,2007,1,90.13709677419355
1600212,2007,2,92.36607142857143
1600212,2007,3,93.5241935483871
1600212,2007,4,93.46666666666667
1600212,2007,5,91.85483870967742
1600212,2007,6,85.94166666666666
1600212,2007,7,83.85483870967742
1600212,2007,8,86.49193548387096
1600212,2007,9,85.53333333333333
1600212,2007,10,85.04032258064517
1600212,2007,11,88.58333333333333
1600212,2007,12,91.2741935483871
1600238,2007,1,90.13709677419355
1600238,2007,2,92.36607142857143
1600238,2007,3,93.5241935483871
1600238,2007,4,93.46666666666667
1600238,2007,5,91.85483870967742
1600238,2007,6,85.94166666666666
1600238,2007,7,83.85483870967742
1600238,2007,8,86.49193548387096
1600238,2007,9,85.53333333333333
1600238,2007,10,85.04032258064517
1600238,2007,11,88.58333333333333
1600238,2007,12,91.2741935483871
1600253,2007,1,90.13709677419355
1600253,2007,2,92.36607142857143
1600253,2007,3,93.5241935483871
1600253,2007,4,93.46666666666667
1600253,2007,5,91.85483870967742
1600253,2007,6,85.94166666666666
1600253,2007,7,83.85483870967742
1600253,2007,8,86.49193548387096
1600253,2007,9,85.53333333333333
1600253,2007,10,85.04032258064517
1600253,2007,11,88.58333333333333
1600253,2007,12,91.2741935483871
1600279,2007,1,93.78225806451613
1600279,2007,2,95.50892857142857
1600279,2007,3,97.87903225806451
1600279,2007,4,97.59166666666667
1600279,2007,5,97.13709677419355
1600279,2007,6,95.49166666666666
1600279,2007,7,94.45161290322581
1600279,2007,8,94.59677419354838
1600279,2007,9,94.8
1600279,2007,10,94.56451612903226
1600279,2007,11,93.425
1600279,2007,12,96.35483870967742
1600303,2007,1,90.13709677419355
1600303,2007,2,92.36607142857143
1600303,2007,3,93.5241935483871
1600303,2007,4,93.46666666666667
1600303,2007,5,91.85483870967742
1600303,2007,6,85.94166666666666
1600303,2007,7,83.85483870967742
1600303,2007,8,86.49193548387096
1600303,2007,9,85.53333333333333
1600303,2007,10,85.04032258064517
1600303,2007,11,88.58333333333333
1600303,2007,12,91.2741935483871
1600402,2007,1,93.78225806451613
1600402,2007,2,95.50892857142857
1600402,2007,3,97.87903225806451
1600402,2007,4,97.59166666666667
1600402,2007,5,97.13709677419355
1600402,2007,6,95.49166666666666
1600402,2007,7,94.45161290322581
1600402,2007,8,94.59677419354838
1600402,2007,9,94.8
1600402,2007,10,94.56451612903226
1600402,2007,11,93.425
1600402,2007,12,96.35483870967742
1600501,2007,1,89.66129032258064
1600501,2007,2,88.19642857142857
1600501,2007,3,92.29838709677419
1600501,2007,4,92.75833333333334
1600501,2007,5,92.65322580645162
1600501,2007,6,88.40833333333333
1600501,2007,7,85.18548387096774
1600501,2007,8,85.43548387096774
1600501,2007,9,81.125
1600501,2007,10,87.33870967741936
1600501,2007,11,90.225
1600501,2007,12,92.15322580645162
1600535,2007,1,93.78225806451613
1600535,2007,2,95.50892857142857
1600535,2007,3,97.87903225806451
1600535,2007,4,97.59166666666667
1600535,2007,5,97.13709677419355
1600535,2007,6,95.49166666666666
1600535,2007,7,94.45161290322581
1600535,2007,8,94.59677419354838
1600535,2007,9,94.8
1600535,2007,10,94.56451612903226
1600535,2007,11,93.425
1600535,2007,12,96.35483870967742
1600550,2007,1,84.99193548387096
1600550,2007,2,86.07142857142857
1600550,2007,3,89.41129032258064
1600550,2007,4,89.40833333333333
1600550,2007,5,88.01612903225806
1600550,2007,6,82.875
1600550,2007,7,78.91129032258064
1600550,2007,8,78.85483870967742
1600550,2007,9,79.18333333333334
1600550,2007,10,83.6774193548387
1600550,2007,11,84.36666666666666
1600550,2007,12,86.70161290322581
1600600,2007,1,90.13709677419355
1600600,2007,2,92.36607142857143
1600600,2007,3,93.5241935483871
1600600,2007,4,93.46666666666667
1600600,2007,5,91.85483870967742
1600600,2007,6,85.94166666666666
1600600,2007,7,83.85483870967742
1600600,2007,8,86.49193548387096
1600600,2007,9,85.53333333333333
1600600,2007,10,85.04032258064517
1600600,2007,11,88.58333333333333
1600600,2007,12,91.2741935483871
1600709,2007,1,84.99193548387096
1600709,2007,2,86.07142857142857
1600709,2007,3,89.41129032258064
1600709,2007,4,89.40833333333333
1600709,2007,5,88.01612903225806
1600709,2007,6,82.875
1600709,2007,7,78.91129032258064
1600709,2007,8,78.85483870967742
1600709,2007,9,79.18333333333334
1600709,2007,10,83.6774193548387
1600709,2007,11,84.36666666666666
1600709,2007,12,86.70161290322581
1600808,2007,1,93.78225806451613
1600808,2007,2,95.50892857142857
1600808,2007,3,97.87903225806451
1600808,2007,4,97.59166666666667
1600808,2007,5,97.13709677419355
1600808,2007,6,95.49166666666666
1600808,2007,7,94.45161290322581
1600808,2007,8,94.59677419354838
1600808,2007,9,94.8
1600808,2007,10,94.56451612903226
1600808,2007,11,93.425
1600808,2007,12,96.35483870967742
1700251,2007,1,92.12903225806451
1700251,2007,2,92.75
1700251,2007,3,91.65322580645162
1700251,2007,4,91.5
1700251,2007,5,77.87903225806451
1700251,2007,6,53.50833333333333
1700251,2007,7,37.53225806451613
1700251,2007,8,31.193548387096776
1700251,2007,9,30.891666666666666
1700251,2007,10,60.45161290322581
1700251,2007,11,89.61666666666666
1700251,2007,12,92.21774193548387
1700301,2007,1,93.43548387096774
1700301,2007,2,94.14285714285714
1700301,2007,3,93.46774193548387
1700301,2007,4,94.45833333333333
1700301,2007,5,78.19354838709677
1700301,2007,6,56.516666666666666
1700301,2007,7,45.62096774193548
1700301,2007,8,36.71774193548387
1700301,2007,9,34.875
1700301,2007,10,53.86290322580645
1700301,2007,11,90.85
1700301,2007,12,93.5241935483871
1700350,2007,1,90.43548387096774
1700350,2007,2,91.08035714285714
1700350,2007,3,90.2741935483871
1700350,2007,4,90.3
1700350,2007,5,75.62903225806451
1700350,2007,6,55.46666666666667
1700350,2007,7,40.435483870967744
1700350,2007,8,34.524193548387096
1700350,2007,9,30.408333333333335
1700350,2007,10,55.435483870967744
1700350,2007,11,87.89166666666667
1700350,2007,12,91.00806451612904
1700400,2007,1,90.63709677419355
1700400,2007,2,91.24107142857143
1700400,2007,3,89.83064516129032
1700400,2007,4,87.70833333333333
1700400,2007,5,69.95967741935483
1700400,2007,6,54.09166666666667
1700400,2007,7,41.056451612903224
1700400,2007,8,38.75806451612903
1700400,2007,9,31.925
1700400,2007,10,39.274193548387096
1700400,2007,11,79.325
1700400,2007,12,89.29032258064517
1700707,2007,1,90.43548387096774
1700707,2007,2,91.08035714285714
1700707,2007,3,90.2741935483871
1700707,2007,4,90.3
1700707,2007,5,75.62903225806451
1700707,2007,6,55.46666666666667
1700707,2007,7,40.435483870967744
1700707,2007,8,34.524193548387096
1700707,2007,9,30.408333333333335
1700707,2007,10,55.435483870967744
1700707,2007,11,87.89166666666667
1700707,2007,12,91.00806451612904
1701002,2007,1,93.43548387096774
1701002,2007,2,94.14285714285714
1701002,2007,3,93.46774193548387
1701002,2007,4,94.45833333333333
1701002,2007,5,78.19354838709677
1701002,2007,6,56.516666666666666
1701002,2007,7,45.62096774193548
1701002,2007,8,36.71774193548387
1701002,2007,9,34.875
1701002,2007,10,53.86290322580645
1701002,2007,11,90.85
1701002,2007,12,93.5241935483871
1701051,2007,1,93.43548387096774
1701051,2007,2,94.14285714285714
1701051,2007,3,93.46774193548387
1701051,2007,4,94.45833333333333
1701051,2007,5,78.19354838709677
1701051,2007,6,56.516666666666666
1701051,2007,7,45.62096774193548
1701051,2007,8,36.71774193548387
1701051,2007,9,34.875
1701051,2007,10,53.86290322580645
1701051,2007,11,90.85
1701051,2007,12,93.5241935483871
1701101,2007,1,92.45161290322581
1701101,2007,2,92.83035714285714
1701101,2007,3,90.90322580645162
1701101,2007,4,90.46666666666667
1701101,2007,5,69.98387096774194
1701101,2007,6,51.69166666666667
1701101,2007,7,38.37903225806452
1701101,2007,8,37.70161290322581
1701101,2007,9,33.016666666666666
1701101,2007,10,41.685483870967744
1701101,2007,11,81.09166666666667
1701101,2007,12,90.06451612903226
1701309,2007,1,93.43548387096774
1701309,2007,2,94.14285714285714
1701309,2007,3,93.46774193548387
1701309,2007,4,94.45833333333333
1701309,2007,5,78.19354838709677
1701309,2007,6,56.516666666666666
1701309,2007,7,45.62096774193548
1701309,2007,8,36.71774193548387
1701309,2007,9,34.875
1701309,2007,10,53.86290322580645
1701309,2007,11,90.85
1701309,2007,12,93.5241935483871
1701903,2007,1,92.12903225806451
1701903,2007,2,92.75
1701903,2007,3,91.65322580645162
1701903,2007,4,91.5
1701903,2007,5,77.87903225806451
1701903,2007,6,53.50833333333333
1701903,2007,7,37.53225806451613
1701903,2007,8,31.193548387096776
1701903,2007,9,30.891666666666666
1701903,2007,10,60.45161290322581
1701903,2007,11,89.61666666666666
1701903,2007,12,92.21774193548387
1702000,2007,1,90.43548387096774
1702000,2007,2,91.08035714285714
1702000,2007,3,90.2741935483871
1702000,2007,4,90.3
1702000,2007,5,75.62903225806451
1702000,2007,6,55.46666666666667
1702000,2007,7,40.435483870967744
1702000,2007,8,34.524193548387096
1702000,2007,9,30.408333333333335
1702000,2007,10,55.435483870967744
1702000,2007,11,87.89166666666667
1702000,2007,12,91.00806451612904
1702109,2007,1,93.43548387096774
1702109,2007,2,94.14285714285714
1702109,2007,3,93.46774193548387
1702109,2007,4,94.45833333333333
1702109,2007,5,78.19354838709677
1702109,2007,6,56.516666666666666
1702109,2007,7,45.62096774193548
1702109,2007,8,36.71774193548387
1702109,2007,9,34.875
1702109,2007,10,53.86290322580645
1702109,2007,11,90.85
1702109,2007,12,93.5241935483871
1702158,2007,1,93.43548387096774
1702158,2007,2,94.14285714285714
1702158,2007,3,93.46774193548387
1702158,2007,4,94.45833333333333
1702158,2007,5,78.19354838709677
1702158,2007,6,56.516666666666666
1702158,2007,7,45.62096774193548
1702158,2007,8,36.71774193548387
1702158,2007,9,34.875
1702158,2007,10,53.86290322580645
1702158,2007,11,90.85
1702158,2007,12,93.5241935483871
1702208,2007,1,93.37096774193549
1702208,2007,2,95.16964285714286
1702208,2007,3,95.1774193548387
1702208,2007,4,95.74166666666666
1702208,2007,5,91.26612903225806
1702208,2007,6,75.9
1702208,2007,7,73.41129032258064
1702208,2007,8,51.645161290322584
1702208,2007,9,47.38333333333333
1702208,2007,10,69.45967741935483
1702208,2007,11,93.64166666666667
1702208,2007,12,94.5241935483871
1702307,2007,1,94.16935483870968
1702307,2007,2,95.77678571428571
1702307,2007,3,94.19354838709677
1702307,2007,4,94.025
1702307,2007,5,84.74193548387096
1702307,2007,6,60.71666666666667
1702307,2007,7,50.91129032258065
1702307,2007,8,36.04838709677419
1702307,2007,9,40.74166666666667
1702307,2007,10,75.75806451612904
1702307,2007,11,93.51666666666667
1702307,2007,12,95.45967741935483
1702554,2007,1,93.37096774193549
1702554,2007,2,95.16964285714286
1702554,2007,3,95.1774193548387
1702554,2007,4,95.74166666666666
1702554,2007,5,91.26612903225806
1702554,2007,6,75.9
1702554,2007,7,73.41129032258064
1702554,2007,8,51.645161290322584
1702554,2007,9,47.38333333333333
1702554,2007,10,69.45967741935483
1702554,2007,11,93.64166666666667
1702554,2007,12,94.5241935483871
1702901,2007,1,93.37096774193549
1702901,2007,2,95.16964285714286
1702901,2007,3,95.1774193548387
1702901,2007,4,95.74166666666666
1702901,2007,5,91.26612903225806
1702901,2007,6,75.9
1702901,2007,7,73.41129032258064
1702901,2007,8,51.645161290322584
1702901,2007,9,47.38333333333333
1702901,2007,10,69.45967741935483
1702901,2007,11,93.64166666666667
1702901,2007,12,94.5241935483871
1703008,2007,1,93.43548387096774
1703008,2007,2,94.14285714285714
1703008,2007,3,93.46774193548387
1703008,2007,4,94.45833333333333
1703008,2007,5,78.19354838709677
1703008,2007,6,56.516666666666666
1703008,2007,7,45.62096774193548
1703008,2007,8,36.71774193548387
1703008,2007,9,34.875
1703008,2007,10,53.86290322580645
1703008,2007,11,90.85
1703008,2007,12,93.5241935483871
1703057,2007,1,93.43548387096774
1703057,2007,2,94.14285714285714
1703057,2007,3,93.46774193548387
1703057,2007,4,94.45833333333333
