codMunRes6,codMunRes,ano,populacao
150442,1504422,2011,111842
150442,1504422,2012,113353
150442,1504422,2013,117334
150442,1504422,2014,121315
150442,1504422,2015,122916
150442,1504422,2016,125435
150442,1504422,2017,127858
150442,1504422,2018,129321
150445,1504455,2003,21911
150445,1504455,2004,22276
150445,1504455,2005,22441
150445,1504455,2006,22631
150445,1504455,2007,23682
150445,1504455,2008,23487
150445,1504455,2009,23682
150445,1504455,2010,27328
150445,1504455,2011,27785
150445,1504455,2012,28227
150445,1504455,2014,29444
150445,1504455,2015,29887
150445,1504455,2016,31315
150445,1504455,2017,31726
150445,1504455,2018,31213
150450,1504505,2003,23174
150450,1504505,2004,24521
150450,1504505,2005,25153
150450,1504505,2006,25887
150450,1504505,2007,17657
150450,1504505,2008,17989
150450,1504505,2009,17657
150450,1504505,2010,24818
150450,1504505,2011,25195
150450,1504505,2012,25374
150450,1504505,2014,26133
150450,1504505,2015,26397
150450,1504505,2016,26652
150450,1504505,2017,26897
150450,1504505,2018,27415
150460,1504604,2003,21172
150460,1504604,2004,21626
150460,1504604,2005,21824
150460,1504604,2006,22154
150460,1504604,2007,24695
150460,1504604,2008,24328
150460,1504604,2009,24695
150460,1504604,2010,26731
150460,1504604,2011,27216
150460,1504604,2012,27666
150460,1504604,2014,28933
150460,1504604,2015,29398
150460,1504604,2016,29846
150460,1504604,2017,31277
150460,1504604,2018,31736
150470,1504703,2003,56811
150470,1504703,2004,59592
150470,1504703,2005,61819
150470,1504703,2006,62223
150470,1504703,2007,68611
150470,1504703,2008,67195
150470,1504703,2009,68611
150470,1504703,2010,71118
150470,1504703,2011,71329
150470,1504703,2012,72597
150470,1504703,2014,76196
150470,1504703,2015,77385
150470,1504703,2016,78629
150470,1504703,2017,79825
150470,1504703,2018,81988
150475,1504752,2003,1
150475,1504752,2004,1
150475,1504752,2005,1
150475,1504752,2006,1
150475,1504752,2007,1
150475,1504752,2008,1
150475,1504752,2009,1
150475,1504752,2010,1
150475,1504752,2011,1
150475,1504752,2012,1
150475,1504752,2013,7671
150475,1504752,2014,15341
150475,1504752,2015,15446
150475,1504752,2016,15548
150475,1504752,2017,15646
150475,1504752,2018,15982
150480,1504802,2003,63396
150480,1504802,2004,66467
150480,1504802,2005,67811
150480,1504802,2006,69372
150480,1504802,2007,63941
150480,1504802,2008,63543
150480,1504802,2009,63941
150480,1504802,2010,55462
150480,1504802,2011,55635
150480,1504802,2012,55814
150480,1504802,2013,36419
150480,1504802,2014,56231
150480,1504802,2015,56312
150480,1504802,2016,56391
150480,1504802,2017,56466
150480,1504802,2018,57911
150490,1504901,2003,26422
150490,1504901,2004,27119
150490,1504901,2005,27419
150490,1504901,2006,27758
150490,1504901,2007,31568
150490,1504901,2008,31117
150490,1504901,2009,31568
150490,1504901,2010,34214
150490,1504901,2011,34875
150490,1504901,2012,35524
150490,1504901,2013,36419
150490,1504901,2014,37314
150490,1504901,2015,37977
150490,1504901,2016,38616
150490,1504901,2017,39231
150490,1504901,2018,39783
150495,1504950,2003,22665
150495,1504950,2004,25377
150495,1504950,2005,26564
150495,1504950,2006,27943
150495,1504950,2007,24162
150495,1504950,2008,23599
150495,1504950,2009,24162
150495,1504950,2010,21158
150495,1504950,2011,21255
150495,1504950,2012,21351
150495,1504950,2014,21596
150495,1504950,2015,21663
150495,1504950,2016,21727
150495,1504950,2017,21789
150495,1504950,2018,21291
150497,1504976,2003,12911
150497,1504976,2004,13644
150497,1504976,2005,13971
150497,1504976,2006,14348
150497,1504976,2007,15197
150497,1504976,2008,14818
150497,1504976,2009,15197
150497,1504976,2010,14645
150497,1504976,2011,14858
150497,1504976,2012,15165
150497,1504976,2014,15632
150497,1504976,2015,15836
150497,1504976,2016,16132
150497,1504976,2017,16221
150497,1504976,2018,16499
150500,1505007,2003,12116
150500,1505007,2004,12454
150500,1505007,2005,12646
150500,1505007,2006,12869
150500,1505007,2007,12677
150500,1505007,2008,12568
150500,1505007,2009,12677
150500,1505007,2010,13671
150500,1505007,2011,13844
150500,1505007,2012,14112
150500,1505007,2013,14292
150500,1505007,2014,14472
150500,1505007,2015,14635
150500,1505007,2016,14791
150500,1505007,2017,14942
150500,1505007,2018,15218
150503,1505031,2003,31917
150503,1505031,2004,35192
150503,1505031,2005,37167
150503,1505031,2006,39245
150503,1505031,2007,21514
150503,1505031,2008,21843
150503,1505031,2009,21514
150503,1505031,2010,25124
150503,1505031,2011,25138
150503,1505031,2012,25151
150503,1505031,2013,25160
150503,1505031,2014,25169
150503,1505031,2015,25135
150503,1505031,2016,25112
150503,1505031,2017,25171
150503,1505031,2018,25758
150506,1505064,2003,45916
150506,1505064,2004,48846
150506,1505064,2005,51133
150506,1505064,2006,51627
150506,1505064,2007,55762
150506,1505064,2008,54516
150506,1505064,2009,55762
150506,1505064,2010,62151
150506,1505064,2011,63613
150506,1505064,2012,65116
150506,1505064,2014,69267
150506,1505064,2015,71835
150506,1505064,2016,72347
150506,1505064,2017,73812
150506,1505064,2018,74612
150510,1505106,2003,47779
150510,1505106,2004,48715
150510,1505106,2005,49111
150510,1505106,2006,49582
150510,1505106,2007,48429
150510,1505106,2008,48287
150510,1505106,2009,48429
150510,1505106,2010,49333
150510,1505106,2011,49551
150510,1505106,2012,49763
150510,1505106,2013,50540
150510,1505106,2014,51317
150510,1505106,2015,51459
150510,1505106,2016,51596
150510,1505106,2017,51727
150510,1505106,2018,51964
150520,1505205,2003,24631
150520,1505205,2004,25619
150520,1505205,2005,26151
150520,1505205,2006,26554
150520,1505205,2007,26796
150520,1505205,2008,26487
150520,1505205,2009,26796
150520,1505205,2010,28595
150520,1505205,2011,29115
150520,1505205,2012,29412
150520,1505205,2014,31491
150520,1505205,2015,31881
150520,1505205,2016,31257
150520,1505205,2017,31619
150520,1505205,2018,32168
150530,1505304,2003,51694
150530,1505304,2004,52392
150530,1505304,2005,53135
150530,1505304,2006,53999
150530,1505304,2007,58683
150530,1505304,2008,57765
150530,1505304,2009,58683
150530,1505304,2010,62794
150530,1505304,2011,63914
150530,1505304,2012,64978
150530,1505304,2014,67939
150530,1505304,2015,69124
150530,1505304,2016,71171
150530,1505304,2017,71178
150530,1505304,2018,72161
150540,1505403,2003,14911
150540,1505403,2004,15262
150540,1505403,2005,15421
150540,1505403,2006,15615
150540,1505403,2007,15841
150540,1505403,2008,15719
150540,1505403,2009,15841
150540,1505403,2010,16311
150540,1505403,2011,16458
150540,1505403,2012,16611
150540,1505403,2013,29861
150540,1505403,2014,16986
150540,1505403,2015,17114
150540,1505403,2016,17237
150540,1505403,2017,17356
150540,1505403,2018,17721
150543,1505437,2003,19714
150543,1505437,2004,19889
150543,1505437,2005,19965
150543,1505437,2006,21154
150543,1505437,2007,21327
150543,1505437,2008,21171
150543,1505437,2009,21327
150543,1505437,2010,27359
150543,1505437,2011,27964
150543,1505437,2012,28551
150543,1505437,2013,29861
150543,1505437,2014,31171
150543,1505437,2015,31776
150543,1505437,2016,31359
150543,1505437,2017,31921
150543,1505437,2018,32319
150548,1505486,2003,29843
150548,1505486,2004,31529
150548,1505486,2005,31831
150548,1505486,2006,31179
150548,1505486,2007,41953
150548,1505486,2008,41768
150548,1505486,2009,41953
150548,1505486,2010,39979
150548,1505486,2011,41831
150548,1505486,2012,41654
150548,1505486,2014,43931
150548,1505486,2015,44778
150548,1505486,2016,45596
150548,1505486,2017,46383
150548,1505486,2018,46986
150549,1505494,2003,8165
150549,1505494,2004,8611
150549,1505494,2005,8816
150549,1505494,2006,9133
150549,1505494,2007,7311
150549,1505494,2008,7329
150549,1505494,2009,7311
150549,1505494,2010,7475
150549,1505494,2011,7471
150549,1505494,2012,7465
150549,1505494,2014,7444
150549,1505494,2015,7424
150549,1505494,2016,7414
150549,1505494,2017,7386
150549,1505494,2018,7596
150550,1505502,2003,81631
150550,1505502,2004,85354
150550,1505502,2005,86984
150550,1505502,2006,88877
150550,1505502,2007,97351
150550,1505502,2008,95479
150550,1505502,2009,97351
150550,1505502,2010,97819
150550,1505502,2011,99459
150550,1505502,2012,111146
150550,1505502,2014,115417
150550,1505502,2015,117111
150550,1505502,2016,118547
150550,1505502,2017,111126
150550,1505502,2018,111764
150553,1505536,2003,81428
150553,1505536,2004,88519
150553,1505536,2005,91621
150553,1505536,2006,95225
150553,1505536,2007,152777
150553,1505536,2008,145326
150553,1505536,2009,152777
150553,1505536,2010,153918
150553,1505536,2011,161228
150553,1505536,2012,166342
150553,1505536,2013,174847
150553,1505536,2014,183352
150553,1505536,2015,189921
150553,1505536,2016,196259
150553,1505536,2017,212356
150553,1505536,2018,212882
150555,1505551,2003,7881
150555,1505551,2004,8424
150555,1505551,2005,8662
150555,1505551,2006,8939
150555,1505551,2007,6522
150555,1505551,2008,6583
150555,1505551,2009,6522
150555,1505551,2010,6133
150555,1505551,2011,5949
150555,1505551,2012,5869
150555,1505551,2013,5753
150555,1505551,2014,5637
150555,1505551,2015,5535
150555,1505551,2016,5436
150555,1505551,2017,5341
150555,1505551,2018,5557
150560,1505601,2003,8313
150560,1505601,2004,8711
150560,1505601,2005,8884
150560,1505601,2006,9186
150560,1505601,2007,7916
150560,1505601,2008,7918
150560,1505601,2009,7916
150560,1505601,2010,7854
150560,1505601,2011,7861
150560,1505601,2012,7869
150560,1505601,2013,7875
150560,1505601,2014,7881
150560,1505601,2015,7874
150560,1505601,2016,7867
150560,1505601,2017,7861
150560,1505601,2018,8173
150563,1505635,2003,13387
150563,1505635,2004,13912
150563,1505635,2005,14127
150563,1505635,2006,14389
150563,1505635,2007,13141
150563,1505635,2008,13116
150563,1505635,2009,13141
150563,1505635,2010,12697
150563,1505635,2011,12699
150563,1505635,2012,12711
150563,1505635,2013,12704
150563,1505635,2014,12697
150563,1505635,2015,12675
150563,1505635,2016,12653
150563,1505635,2017,12632
150563,1505635,2018,12983
150565,1505650,2003,14319
150565,1505650,2004,14984
150565,1505650,2005,15275
150565,1505650,2006,15614
150565,1505650,2007,19592
150565,1505650,2008,19131
150565,1505650,2009,19592
150565,1505650,2010,23934
150565,1505650,2011,24743
150565,1505650,2012,25526
150565,1505650,2014,27711
150565,1505650,2015,28533
150565,1505650,2016,29336
150565,1505650,2017,31119
150565,1505650,2018,31293
150570,1505700,2003,19371
150570,1505700,2004,19856
150570,1505700,2005,21169
150570,1505700,2006,21316
150570,1505700,2007,26445
150570,1505700,2008,25743
150570,1505700,2009,26445
150570,1505700,2010,25999
150570,1505700,2011,26561
150570,1505700,2012,27113
150570,1505700,2014,28611
150570,1505700,2015,29161
150570,1505700,2016,29711
150570,1505700,2017,31219
150570,1505700,2018,31618
150580,1505809,2003,41691
150580,1505809,2004,42593
150580,1505809,2005,43425
150580,1505809,2006,44393
150580,1505809,2007,48945
150580,1505809,2008,47967
150580,1505809,2009,48945
150580,1505809,2010,52172
150580,1505809,2011,53256
150580,1505809,2012,54316
150580,1505809,2014,57215
150580,1505809,2015,58282
150580,1505809,2016,59322
150580,1505809,2017,61322
150580,1505809,2018,61126
150590,1505908,2003,26189
150590,1505908,2004,28191
150590,1505908,2005,28923
150590,1505908,2006,29891
150590,1505908,2007,28191
150590,1505908,2008,27689
150590,1505908,2009,28191
150590,1505908,2010,33956
150590,1505908,2011,34755
150590,1505908,2012,35529
150590,1505908,2013,36599
150590,1505908,2014,37669
150590,1505908,2015,38471
150590,1505908,2016,39246
150590,1505908,2017,39991
150590,1505908,2018,41458
150600,1506005,2003,29831
150600,1506005,2004,31161
150600,1506005,2005,31161
150600,1506005,2006,31278
150600,1506005,2007,26571
150600,1506005,2008,26866
150600,1506005,2009,26571
150600,1506005,2010,29349
150600,1506005,2011,29337
150600,1506005,2012,29325
150600,1506005,2013,29298
150600,1506005,2014,29271
150600,1506005,2015,29211
150600,1506005,2016,29132
150600,1506005,2017,29167
150600,1506005,2018,29886
150610,1506104,2003,11258
150610,1506104,2004,11647
150610,1506104,2005,11817
150610,1506104,2006,11114
150610,1506104,2007,11993
150610,1506104,2008,11883
150610,1506104,2009,11993
150610,1506104,2010,11268
150610,1506104,2011,11311
150610,1506104,2012,11352
150610,1506104,2013,11405
150610,1506104,2014,11458
150610,1506104,2015,11485
150610,1506104,2016,11511
150610,1506104,2017,11534
150610,1506104,2018,11792
150611,1506112,2003,11441
150611,1506112,2004,11825
150611,1506112,2005,11993
150611,1506112,2006,12189
150611,1506112,2007,13459
150611,1506112,2008,13232
150611,1506112,2009,13459
150611,1506112,2010,12411
150611,1506112,2011,12527
150611,1506112,2012,12639
150611,1506112,2013,12791
150611,1506112,2014,12943
150611,1506112,2015,13144
150611,1506112,2016,13142
150611,1506112,2017,13237
150611,1506112,2018,13512
150613,1506138,2003,66933
150613,1506138,2004,69581
150613,1506138,2005,71739
150613,1506138,2006,72185
150613,1506138,2007,67164
150613,1506138,2008,66762
150613,1506138,2009,67164
150613,1506138,2010,75556
150613,1506138,2011,76511
150613,1506138,2012,77415
150613,1506138,2013,78666
150613,1506138,2014,79917
150613,1506138,2015,81797
150613,1506138,2016,81647
150613,1506138,2017,82464
150613,1506138,2018,83997
150616,1506161,2003,14714
150616,1506161,2004,12712
150616,1506161,2005,11836
150616,1506161,2006,11818
150616,1506161,2007,17437
150616,1506161,2008,17457
150616,1506161,2009,17437
150616,1506161,2010,17697
150616,1506161,2011,17712
150616,1506161,2012,17728
150616,1506161,2014,17755
150616,1506161,2015,17738
150616,1506161,2016,17721
150616,1506161,2017,17715
150616,1506161,2018,18186
150618,1506187,2003,42554
150618,1506187,2004,44485
150618,1506187,2005,45329
150618,1506187,2006,46311
150618,1506187,2007,47772
150618,1506187,2008,47174
150618,1506187,2009,47772
150618,1506187,2010,46964
150618,1506187,2011,47519
150618,1506187,2012,48136
150618,1506187,2013,48806
150618,1506187,2014,49476
150618,1506187,2015,49977
150618,1506187,2016,51461
150618,1506187,2017,51925
150618,1506187,2018,51913
150619,1506195,2003,26259
150619,1506195,2004,27411
150619,1506195,2005,27913
150619,1506195,2006,28497
150619,1506195,2007,36168
150619,1506195,2008,35133
150619,1506195,2009,36168
150619,1506195,2010,41187
150619,1506195,2011,41271
150619,1506195,2012,42417
150619,1506195,2013,44006
150619,1506195,2014,45595
150619,1506195,2015,46814
150619,1506195,2016,47971
150619,1506195,2017,49193
150619,1506195,2018,49513
150620,1506203,2003,36771
150620,1506203,2004,39157
150620,1506203,2005,41212
150620,1506203,2006,41416
150620,1506203,2007,39184
150620,1506203,2008,38681
150620,1506203,2009,39184
150620,1506203,2010,37421
150620,1506203,2011,37726
150620,1506203,2012,38121
150620,1506203,2014,38819
150620,1506203,2015,39178
150620,1506203,2016,39328
150620,1506203,2017,39569
150620,1506203,2018,41424
150630,1506302,2003,16113
150630,1506302,2004,16828
150630,1506302,2005,17141
150630,1506302,2006,17515
150630,1506302,2007,18124
150630,1506302,2008,17858
150630,1506302,2009,18124
150630,1506302,2010,21183
150630,1506302,2011,21572
150630,1506302,2012,21948
150630,1506302,2014,21987
150630,1506302,2015,22371
150630,1506302,2016,22741
150630,1506302,2017,23196
150630,1506302,2018,23424
150635,1506351,2003,12184
150635,1506351,2004,12764
150635,1506351,2005,13118
150635,1506351,2006,13313
150635,1506351,2007,14741
150635,1506351,2008,14439
150635,1506351,2009,14741
150635,1506351,2010,17141
150635,1506351,2011,17583
150635,1506351,2012,18112
150635,1506351,2014,19197
150635,1506351,2015,19645
150635,1506351,2016,21177
150635,1506351,2017,21492
150635,1506351,2018,21714
150640,1506401,2003,5413
150640,1506401,2004,5511
150640,1506401,2005,5556
150640,1506401,2006,5611
150640,1506401,2007,6281
150640,1506401,2008,6191
150640,1506401,2009,6281
150640,1506401,2010,8155
150640,1506401,2011,8378
150640,1506401,2012,8593
150640,1506401,2013,8892
150640,1506401,2014,9191
150640,1506401,2015,9417
150640,1506401,2016,9635
150640,1506401,2017,9845
150640,1506401,2018,9939
150650,1506500,2003,46276
150650,1506500,2004,48469
150650,1506500,2005,49428
150650,1506500,2006,51543
150650,1506500,2007,55571
150650,1506500,2008,54464
150650,1506500,2009,55571
150650,1506500,2010,59466
150650,1506500,2011,61712
150650,1506500,2012,61919
150650,1506500,2013,63585
150650,1506500,2014,65251
150650,1506500,2015,66491
150650,1506500,2016,67686
150650,1506500,2017,68836
150650,1506500,2018,69746
150655,1506559,2003,19574
150655,1506559,2004,19711
150655,1506559,2005,19755
150655,1506559,2006,19818
150655,1506559,2007,18417
150655,1506559,2008,18523
150655,1506559,2009,18417
150655,1506559,2010,19424
150655,1506559,2011,19426
150655,1506559,2012,19428
150655,1506559,2013,19423
150655,1506559,2014,19418
150655,1506559,2015,19383
150655,1506559,2016,19348
150655,1506559,2017,19316
150655,1506559,2018,19852
150658,1506583,2003,12113
150658,1506583,2004,12929
150658,1506583,2005,13291
150658,1506583,2006,13711
150658,1506583,2007,17778
150658,1506583,2008,17156
150658,1506583,2009,17778
150658,1506583,2010,17216
150658,1506583,2011,17686
150658,1506583,2012,18151
150658,1506583,2013,18794
150658,1506583,2014,19437
150658,1506583,2015,19925
150658,1506583,2016,21396
150658,1506583,2017,21849
150658,1506583,2018,21142
150660,1506609,2003,21745
150660,1506609,2004,22388
150660,1506609,2005,22669
150660,1506609,2006,22996
150660,1506609,2007,23212
150660,1506609,2008,23111
150660,1506609,2009,23212
150660,1506609,2010,23126
150660,1506609,2011,23193
150660,1506609,2012,23355
150660,1506609,2013,23573
150660,1506609,2014,23791
150660,1506609,2015,23927
150660,1506609,2016,24159
150660,1506609,2017,24186
150660,1506609,2018,24725
150670,1506708,2003,35931
150670,1506708,2004,39318
150670,1506708,2005,41811
150670,1506708,2006,42523
150670,1506708,2007,55133
150670,1506708,2008,52856
150670,1506708,2009,55133
150670,1506708,2010,56153
150670,1506708,2011,58167
150670,1506708,2012,59919
150670,1506708,2014,65162
150670,1506708,2015,67133
150670,1506708,2016,68934
150670,1506708,2017,71764
150670,1506708,2018,71187
150680,1506807,2003,268181
150680,1506807,2004,272237
150680,1506807,2005,274112
150680,1506807,2006,276174
150680,1506807,2007,276665
150680,1506807,2008,275571
150680,1506807,2009,276665
150680,1506807,2010,294581
150680,1506807,2011,297139
150680,1506807,2012,299419
150680,1506807,2013,295470
150680,1506807,2014,291521
150680,1506807,2015,292521
150680,1506807,2016,294447
150680,1506807,2017,296312
150680,1506807,2018,312667
150690,1506906,2003,5726
150690,1506906,2004,5936
150690,1506906,2005,6128
150690,1506906,2006,6135
150690,1506906,2007,6347
150690,1506906,2008,6267
150690,1506906,2009,6347
150690,1506906,2010,6141
150690,1506906,2011,6195
150690,1506906,2012,6248
150690,1506906,2013,28414
150690,1506906,2014,6391
150690,1506906,2015,6437
150690,1506906,2016,6482
150690,1506906,2017,6526
150690,1506906,2018,6664
150700,1507003,2003,21669
150700,1507003,2004,21269
150700,1507003,2005,21531
150700,1507003,2006,21836
150700,1507003,2007,26855
150700,1507003,2008,26222
150700,1507003,2009,26855
150700,1507003,2010,26674
150700,1507003,2011,27199
150700,1507003,2012,27717
150700,1507003,2013,28414
150700,1507003,2014,29111
150700,1507003,2015,29629
150700,1507003,2016,31129
150700,1507003,2017,31611
150700,1507003,2018,31138
150710,1507102,2003,15184
150710,1507102,2004,14888
150710,1507102,2005,14759
150710,1507102,2006,14618
150710,1507102,2007,16862
150710,1507102,2008,16757
150710,1507102,2009,16862
150710,1507102,2010,16891
150710,1507102,2011,16991
150710,1507102,2012,17187
150710,1507102,2014,17344
150710,1507102,2015,17421
150710,1507102,2016,17492
150710,1507102,2017,17563
150710,1507102,2018,17971
150715,1507151,2003,21766
150715,1507151,2004,23133
150715,1507151,2005,23587
150715,1507151,2006,24231
150715,1507151,2007,22163
150715,1507151,2008,21889
150715,1507151,2009,22163
150715,1507151,2010,23131
150715,1507151,2011,23371
150715,1507151,2012,23612
150715,1507151,2014,24235
150715,1507151,2015,24451
150715,1507151,2016,24659
150715,1507151,2017,24859
150715,1507151,2018,25358
150720,1507201,2003,29416
150720,1507201,2004,31863
150720,1507201,2005,31495
150720,1507201,2006,32231
150720,1507201,2007,27923
150720,1507201,2008,27897
150720,1507201,2009,27923
150720,1507201,2010,29846
150720,1507201,2011,31133
150720,1507201,2012,31215
150720,1507201,2013,31463
150720,1507201,2014,31711
150720,1507201,2015,31847
150720,1507201,2016,31987
150720,1507201,2017,31123
150720,1507201,2018,31837
150730,1507300,2003,37618
150730,1507300,2004,39774
150730,1507300,2005,41717
150730,1507300,2006,41813
150730,1507300,2007,67218
150730,1507300,2008,64223
150730,1507300,2009,67218
150730,1507300,2010,91341
150730,1507300,2011,95694
150730,1507300,2012,99915
150730,1507300,2013,105774
150730,1507300,2014,111633
150730,1507300,2015,116186
150730,1507300,2016,121581
150730,1507300,2017,124816
150730,1507300,2018,124763
150740,1507409,2003,15154
150740,1507409,2004,15636
150740,1507409,2005,15891
150740,1507409,2006,16186
150740,1507409,2007,11743
150740,1507409,2008,11986
150740,1507409,2009,11743
150740,1507409,2010,15161
150740,1507409,2011,15123
150740,1507409,2012,15184
150740,1507409,2014,15341
150740,1507409,2015,15381
150740,1507409,2016,15418
150740,1507409,2017,15454
150740,1507409,2018,15833
150745,1507458,2003,27477
150745,1507458,2004,27356
150745,1507458,2005,27313
150745,1507458,2006,27242
150745,1507458,2007,25127
150745,1507458,2008,25291
150745,1507458,2009,25127
150745,1507458,2010,25587
150745,1507458,2011,25429
150745,1507458,2012,25277
150745,1507458,2014,24828
150745,1507458,2015,24617
150745,1507458,2016,24394
150745,1507458,2017,24188
150745,1507458,2018,24991
150746,1507466,2003,3985
150746,1507466,2004,3951
150746,1507466,2005,3934
150746,1507466,2006,3916
150746,1507466,2007,5138
150746,1507466,2008,4949
150746,1507466,2009,5138
150746,1507466,2010,5265
150746,1507466,2011,5359
150746,1507466,2012,5451
150746,1507466,2013,5582
150746,1507466,2014,5713
150746,1507466,2015,5795
150746,1507466,2016,5884
150746,1507466,2017,5971
150746,1507466,2018,6159
150747,1507474,2003,17861
150747,1507474,2004,18133
150747,1507474,2005,18251
150747,1507474,2006,18389
150747,1507474,2007,19911
150747,1507474,2008,19691
150747,1507474,2009,19911
150747,1507474,2010,21647
150747,1507474,2011,21891
150747,1507474,2012,21125
150747,1507474,2013,21446
150747,1507474,2014,21767
150747,1507474,2015,21991
150747,1507474,2016,22217
150747,1507474,2017,22415
150747,1507474,2018,22842
150750,1507508,2003,14314
150750,1507508,2004,15811
150750,1507508,2005,16452
150750,1507508,2006,17217
150750,1507508,2007,11923
150750,1507508,2008,11963
150750,1507508,2009,11923
150750,1507508,2010,13155
150750,1507508,2011,13225
150750,1507508,2012,13293
150750,1507508,2014,13471
150750,1507508,2015,13521
150750,1507508,2016,13569
150750,1507508,2017,13616
150750,1507508,2018,13941
150760,1507607,2003,43964
150760,1507607,2004,45832
150760,1507607,2005,46649
150760,1507607,2006,47599
150760,1507607,2007,44818
150760,1507607,2008,44532
150760,1507607,2009,44818
150760,1507607,2010,51567
150760,1507607,2011,52351
150760,1507607,2012,53118
150760,1507607,2014,55191
150760,1507607,2015,55942
150760,1507607,2016,56667
150760,1507607,2017,57364
150760,1507607,2018,58328
150770,1507706,2003,18517
150770,1507706,2004,19114
150770,1507706,2005,19379
150770,1507706,2006,19688
150770,1507706,2007,21874
150770,1507706,2008,21499
150770,1507706,2009,21874
150770,1507706,2010,22914
150770,1507706,2011,23316
150770,1507706,2012,23696
150770,1507706,2013,24232
150770,1507706,2014,24768
150770,1507706,2015,25161
150770,1507706,2016,25541
150770,1507706,2017,25914
150770,1507706,2018,26311
150775,1507755,2003,3361
150775,1507755,2004,3148
150775,1507755,2005,2911
150775,1507755,2006,2752
150775,1507755,2007,5619
150775,1507755,2008,5444
150775,1507755,2009,5619
150775,1507755,2010,5147
150775,1507755,2011,5143
150775,1507755,2012,5236
150775,1507755,2013,5364
150775,1507755,2014,5492
150775,1507755,2015,5587
150775,1507755,2016,5678
150775,1507755,2017,5766
150775,1507755,2018,5849
150780,1507805,2003,13455
150780,1507805,2004,11826
150780,1507805,2005,11113
150780,1507805,2006,11285
150780,1507805,2007,14434
150780,1507805,2008,14566
150780,1507805,2009,14434
150780,1507805,2010,13145
150780,1507805,2011,12841
150780,1507805,2012,12641
150780,1507805,2013,12408
150780,1507805,2014,12175
150780,1507805,2015,11827
150780,1507805,2016,11587
150780,1507805,2017,11357
150780,1507805,2018,11839
150790,1507904,2003,21721
150790,1507904,2004,21271
150790,1507904,2005,21511
150790,1507904,2006,21789
150790,1507904,2007,22459
150790,1507904,2008,22244
150790,1507904,2009,22459
150790,1507904,2010,23111
150790,1507904,2011,23235
150790,1507904,2012,23461
150790,1507904,2014,24176
150790,1507904,2015,24286
150790,1507904,2016,24488
150790,1507904,2017,24682
150790,1507904,2018,25181
150795,1507953,2003,44821
150795,1507953,2004,49412
150795,1507953,2005,51421
150795,1507953,2006,53755
150795,1507953,2007,72721
150795,1507953,2008,69581
150795,1507953,2009,72721
150795,1507953,2010,79297
150795,1507953,2011,82433
150795,1507953,2012,85468
150795,1507953,2013,89692
150795,1507953,2014,93916
150795,1507953,2015,97161
150795,1507953,2016,111311
150795,1507953,2017,113321
150795,1507953,2018,113664
150796,1507961,2003,9181
150796,1507961,2004,9842
150796,1507961,2005,11132
150796,1507961,2006,11468
150796,1507961,2007,11581
150796,1507961,2008,11372
150796,1507961,2009,11581
150796,1507961,2010,11262
150796,1507961,2011,11416
150796,1507961,2012,11565
150796,1507961,2013,11769
150796,1507961,2014,11973
150796,1507961,2015,11121
150796,1507961,2016,11262
150796,1507961,2017,11399
150796,1507961,2018,11591
150797,1507979,2003,15761
150797,1507979,2004,16611
150797,1507979,2005,16968
150797,1507979,2006,17395
150797,1507979,2007,16114
150797,1507979,2008,15885
150797,1507979,2009,16114
150797,1507979,2010,16949
150797,1507979,2011,17131
150797,1507979,2012,17315
150797,1507979,2013,17549
150797,1507979,2014,17783
150797,1507979,2015,17946
150797,1507979,2016,18115
150797,1507979,2017,18257
150797,1507979,2018,18619
150800,1508001,2003,49181
150800,1508001,2004,51382
150800,1508001,2005,51951
150800,1508001,2006,51612
150800,1508001,2007,48617
150800,1508001,2008,48522
150800,1508001,2009,48617
150800,1508001,2010,56518
150800,1508001,2011,57228
150800,1508001,2012,57914
150800,1508001,2014,59795
150800,1508001,2015,61456
150800,1508001,2016,61195
150800,1508001,2017,61719
150800,1508001,2018,62854
150803,1508035,2003,24555
150803,1508035,2004,25857
150803,1508035,2005,26427
150803,1508035,2006,27191
150803,1508035,2007,27825
150803,1508035,2008,27374
150803,1508035,2009,27825
150803,1508035,2010,27455
150803,1508035,2011,27817
150803,1508035,2012,28167
150803,1508035,2013,28646
150803,1508035,2014,29125
150803,1508035,2015,29465
150803,1508035,2016,29793
150803,1508035,2017,31118
150803,1508035,2018,31656
150805,1508050,2003,15647
150805,1508050,2004,16811
150805,1508050,2005,17315
150805,1508050,2006,17892
150805,1508050,2007,17134
150805,1508050,2008,16861
150805,1508050,2009,17134
150805,1508050,2010,16875
150805,1508050,2011,17192
150805,1508050,2012,17313
150805,1508050,2013,17597
150805,1508050,2014,17881
150805,1508050,2015,18184
150805,1508050,2016,18281
150805,1508050,2017,18469
150805,1508050,2018,18817
150808,1508084,2003,23441
150808,1508084,2004,22197
150808,1508084,2005,21519
150808,1508084,2006,21826
150808,1508084,2007,27691
150808,1508084,2008,27491
150808,1508084,2009,27691
150808,1508084,2010,33691
150808,1508084,2011,34333
150808,1508084,2012,34956
150808,1508084,2013,35815
150808,1508084,2014,36674
150808,1508084,2015,37318
150808,1508084,2016,37921
150808,1508084,2017,38518
150808,1508084,2018,39159
150810,1508100,2003,79551
150810,1508100,2004,83689
150810,1508100,2005,85499
150810,1508100,2006,87612
150810,1508100,2007,96111
150810,1508100,2008,94115
150810,1508100,2009,96111
150810,1508100,2010,97128
