codMunRes6,codMunRes,ano,populacao
110001,1100015,2003,27563
110001,1100015,2004,29111
110001,1100015,2005,28629
110001,1100015,2006,29115
110001,1100015,2007,24354
110001,1100015,2008,24577
110001,1100015,2009,24354
110001,1100015,2010,24392
110001,1100015,2011,24228
110001,1100015,2012,24169
110001,1100015,2014,25652
110001,1100015,2015,25578
110001,1100015,2016,25516
110001,1100015,2017,25437
110001,1100015,2018,23167
110002,1100023,2003,79681
110002,1100023,2004,86911
110002,1100023,2005,85131
110002,1100023,2006,86924
110002,1100023,2007,85541
110002,1100023,2008,84581
110002,1100023,2009,85541
110002,1100023,2010,91353
110002,1100023,2011,91571
110002,1100023,2012,92747
110002,1100023,2013,102804
110002,1100023,2014,112861
110002,1100023,2015,114411
110002,1100023,2016,115896
110002,1100023,2017,117345
110002,1100023,2018,116168
110003,1100031,2003,7478
110003,1100031,2004,7421
110003,1100031,2005,7436
110003,1100031,2006,7421
110003,1100031,2007,6695
110003,1100031,2008,6777
110003,1100031,2009,6695
110003,1100031,2010,6313
110003,1100031,2011,6221
110003,1100031,2012,6132
110003,1100031,2013,6278
110003,1100031,2014,6424
110003,1100031,2015,6355
110003,1100031,2016,6289
110003,1100031,2017,6224
110003,1100031,2018,5438
110004,1100049,2003,74758
110004,1100049,2004,76417
110004,1100049,2005,75988
110004,1100049,2006,76422
110004,1100049,2007,78675
110004,1100049,2008,78263
110004,1100049,2009,78675
110004,1100049,2010,78574
110004,1100049,2011,78958
110004,1100049,2012,79331
110004,1100049,2014,86556
110004,1100049,2015,87226
110004,1100049,2016,87877
110004,1100049,2017,88517
110004,1100049,2018,84813
110005,1100056,2003,17794
110005,1100056,2004,17217
110005,1100056,2005,17366
110005,1100056,2006,17215
110005,1100056,2007,16622
110005,1100056,2008,16784
110005,1100056,2009,16622
110005,1100056,2010,17129
110005,1100056,2011,16939
110005,1100056,2012,16852
110005,1100056,2014,18113
110005,1100056,2015,17986
110005,1100056,2016,17959
110005,1100056,2017,17934
110005,1100056,2018,16444
110006,1100064,2003,21412
110006,1100064,2004,18349
110006,1100064,2005,18883
110006,1100064,2006,18342
110006,1100064,2007,17822
110006,1100064,2008,18216
110006,1100064,2009,17822
110006,1100064,2010,18591
110006,1100064,2011,18338
110006,1100064,2012,18193
110006,1100064,2013,18652
110006,1100064,2014,19111
110006,1100064,2015,18817
110006,1100064,2016,18639
110006,1100064,2017,18467
110006,1100064,2018,16227
110007,1100072,2003,11122
110007,1100072,2004,9411
110007,1100072,2005,9569
110007,1100072,2006,9419
110007,1100072,2007,9681
110007,1100072,2008,9761
110007,1100072,2009,9681
110007,1100072,2010,8783
110007,1100072,2011,8654
110007,1100072,2012,8531
110007,1100072,2014,8938
110007,1100072,2015,8842
110007,1100072,2016,8749
110007,1100072,2017,8659
110007,1100072,2018,7567
110008,1100080,2003,11255
110008,1100080,2004,11731
110008,1100080,2005,11349
110008,1100080,2006,11735
110008,1100080,2007,14452
110008,1100080,2008,13973
110008,1100080,2009,14452
110008,1100080,2010,13678
110008,1100080,2011,14122
110008,1100080,2012,14355
110008,1100080,2014,16258
110008,1100080,2015,16651
110008,1100080,2016,17131
110008,1100080,2017,17411
110008,1100080,2018,17855
110009,1100098,2003,26468
110009,1100098,2004,27556
110009,1100098,2005,27274
110009,1100098,2006,27559
110009,1100098,2007,28892
110009,1100098,2008,28617
110009,1100098,2009,28892
110009,1100098,2010,28729
110009,1100098,2011,28962
110009,1100098,2012,29189
110009,1100098,2013,30668
110009,1100098,2014,32147
110009,1100098,2015,32385
110009,1100098,2016,32712
110009,1100098,2017,33131
110009,1100098,2018,32147
110010,1100106,2003,39728
110010,1100106,2004,42175
110010,1100106,2005,41467
110010,1100106,2006,42182
110010,1100106,2007,41762
110010,1100106,2008,41541
110010,1100106,2009,41762
110010,1100106,2010,41656
110010,1100106,2011,41933
110010,1100106,2012,42212
110010,1100106,2014,46213
110010,1100106,2015,46632
110010,1100106,2016,47148
110010,1100106,2017,47451
110010,1100106,2018,45783
110011,1100114,2003,54711
110011,1100114,2004,56238
110011,1100114,2005,55841
110011,1100114,2006,56242
110011,1100114,2007,53943
110011,1100114,2008,53955
110011,1100114,2009,53943
110011,1100114,2010,52115
110011,1100114,2011,51883
110011,1100114,2012,51765
110011,1100114,2013,53717
110011,1100114,2014,55669
110011,1100114,2015,55738
110011,1100114,2016,55816
110011,1100114,2017,55871
110011,1100114,2018,51933
110012,1100122,2003,119573
110012,1100122,2004,113441
110012,1100122,2005,112439
110012,1100122,2006,113453
110012,1100122,2007,111111
110012,1100122,2008,111717
110012,1100122,2009,111111
110012,1100122,2010,116611
110012,1100122,2011,117363
110012,1100122,2012,118192
110012,1100122,2013,123717
110012,1100122,2014,129242
110012,1100122,2015,131419
110012,1100122,2016,131561
110012,1100122,2017,132667
110012,1100122,2018,127917
110013,1100130,2003,25645
110013,1100130,2004,29698
110013,1100130,2005,28649
110013,1100130,2006,29711
110013,1100130,2007,33159
110013,1100130,2008,32214
110013,1100130,2009,33159
110013,1100130,2010,31135
110013,1100130,2011,31779
110013,1100130,2012,32413
110013,1100130,2014,36412
110013,1100130,2015,37167
110013,1100130,2016,37899
110013,1100130,2017,38619
110013,1100130,2018,39197
110014,1100148,2003,17458
110014,1100148,2004,18113
110014,1100148,2005,17862
110014,1100148,2006,18115
110014,1100148,2007,17698
110014,1100148,2008,17653
110014,1100148,2009,17698
110014,1100148,2010,19874
110014,1100148,2011,19882
110014,1100148,2012,19891
110014,1100148,2014,21511
110014,1100148,2015,21592
110014,1100148,2016,21671
110014,1100148,2017,21747
110014,1100148,2018,21459
110015,1100155,2003,41822
110015,1100155,2004,41735
110015,1100155,2005,41757
110015,1100155,2006,41735
110015,1100155,2007,36725
110015,1100155,2008,37142
110015,1100155,2009,36725
110015,1100155,2010,37928
110015,1100155,2011,37711
110015,1100155,2012,37482
110015,1100155,2014,41111
110015,1100155,2015,39924
110015,1100155,2016,39841
110015,1100155,2017,39759
110015,1100155,2018,36341
110018,1100189,2003,31612
110018,1100189,2004,31416
110018,1100189,2005,31466
110018,1100189,2006,31415
110018,1100189,2007,33984
110018,1100189,2008,33813
110018,1100189,2009,33984
110018,1100189,2010,33822
110018,1100189,2011,33981
110018,1100189,2012,34135
110018,1100189,2013,35683
110018,1100189,2014,37231
110018,1100189,2015,37512
110018,1100189,2016,37786
110018,1100189,2017,38151
110018,1100189,2018,36434
110020,1100205,2003,353961
110020,1100205,2004,381884
110020,1100205,2005,373917
110020,1100205,2006,381974
110020,1100205,2007,382829
110020,1100205,2008,379186
110020,1100205,2009,382829
110020,1100205,2010,428527
110020,1100205,2011,435732
110020,1100205,2012,442711
110020,1100205,2013,468412
110020,1100205,2014,494113
110020,1100205,2015,512748
110020,1100205,2016,511219
110020,1100205,2017,519436
110020,1100205,2018,519531
110025,1100254,2003,25926
110025,1100254,2004,25314
110025,1100254,2005,25473
110025,1100254,2006,25313
110025,1100254,2007,22519
110025,1100254,2008,22896
110025,1100254,2009,22519
110025,1100254,2010,22319
110025,1100254,2011,22118
110025,1100254,2012,21719
110025,1100254,2013,22251
110025,1100254,2014,22783
110025,1100254,2015,22557
110025,1100254,2016,22337
110025,1100254,2017,22124
110025,1100254,2018,19419
110026,1100262,2003,3215
110026,1100262,2004,3612
110026,1100262,2005,3511
110026,1100262,2006,3613
110026,1100262,2007,3291
110026,1100262,2008,3261
110026,1100262,2009,3291
110026,1100262,2010,3316
110026,1100262,2011,3345
110026,1100262,2012,3374
110026,1100262,2014,3719
110026,1100262,2015,3751
110026,1100262,2016,3791
110026,1100262,2017,3829
110026,1100262,2018,3723
110028,1100288,2003,48434
110028,1100288,2004,49912
110028,1100288,2005,49522
110028,1100288,2006,49917
110028,1100288,2007,51499
110028,1100288,2008,51249
110028,1100288,2009,51499
110028,1100288,2010,51648
110028,1100288,2011,51899
110028,1100288,2012,51142
110028,1100288,2014,55817
110028,1100288,2015,56242
110028,1100288,2016,56664
110028,1100288,2017,57174
110028,1100288,2018,54712
110029,1100296,2003,11381
110029,1100296,2004,11168
110029,1100296,2005,11149
110029,1100296,2006,11167
110029,1100296,2007,9348
110029,1100296,2008,9566
110029,1100296,2009,9348
110029,1100296,2010,8886
110029,1100296,2011,8677
110029,1100296,2012,8476
110029,1100296,2013,8596
110029,1100296,2014,8716
110029,1100296,2015,8532
110029,1100296,2016,8362
110029,1100296,2017,8198
110029,1100296,2018,6781
110030,1100304,2003,58687
110030,1100304,2004,65785
110030,1100304,2005,63947
110030,1100304,2006,65817
110030,1100304,2007,69866
110030,1100304,2008,68415
110030,1100304,2009,69866
110030,1100304,2010,76212
110030,1100304,2011,77937
110030,1100304,2012,79616
110030,1100304,2014,89797
110030,1100304,2015,91811
110030,1100304,2016,93745
110030,1100304,2017,95631
110030,1100304,2018,97448
110032,1100320,2003,26927
110032,1100320,2004,31185
110032,1100320,2005,31182
110032,1100320,2006,31198
110032,1100320,2007,23211
110032,1100320,2008,23283
110032,1100320,2009,23211
110032,1100320,2010,21828
110032,1100320,2011,21878
110032,1100320,2012,21927
110032,1100320,2013,22870
110032,1100320,2014,23813
110032,1100320,2015,23933
110032,1100320,2016,24159
110032,1100320,2017,24181
110032,1100320,2018,22931
110033,1100338,2003,17198
110033,1100338,2004,21333
110033,1100338,2005,19496
110033,1100338,2006,21343
110033,1100338,2007,22337
110033,1100338,2008,21651
110033,1100338,2009,22337
110033,1100338,2010,22546
110033,1100338,2011,23142
110033,1100338,2012,23719
110033,1100338,2013,16821
110033,1100338,2014,26925
110033,1100338,2015,27611
110033,1100338,2016,28255
110033,1100338,2017,28891
110033,1100338,2018,29757
110034,1100346,2003,19711
110034,1100346,2004,19543
110034,1100346,2005,19586
110034,1100346,2006,19542
110034,1100346,2007,17127
110034,1100346,2008,17119
110034,1100346,2009,17127
110034,1100346,2010,16853
110034,1100346,2011,16624
110034,1100346,2012,16414
110034,1100346,2013,16821
110034,1100346,2014,17228
110034,1100346,2015,17163
110034,1100346,2016,16912
110034,1100346,2017,16747
110034,1100346,2018,14722
110037,1100379,2003,13852
110037,1100379,2004,15449
110037,1100379,2005,15135
110037,1100379,2006,15454
110037,1100379,2007,11875
110037,1100379,2008,11962
110037,1100379,2009,11875
110037,1100379,2010,12816
110037,1100379,2011,12824
110037,1100379,2012,12833
110037,1100379,2014,13884
110037,1100379,2015,13941
110037,1100379,2016,13993
110037,1100379,2017,14145
110037,1100379,2018,13227
110040,1100403,2003,14532
110040,1100403,2004,16514
110040,1100403,2005,15993
110040,1100403,2006,16511
110040,1100403,2007,17569
110040,1100403,2008,17169
110040,1100403,2009,17569
110040,1100403,2010,17135
110040,1100403,2011,17443
110040,1100403,2012,17742
110040,1100403,2014,19841
110040,1100403,2015,21211
110040,1100403,2016,21569
110040,1100403,2017,21916
110040,1100403,2018,21999
110045,1100452,2003,32774
110045,1100452,2004,42686
110045,1100452,2005,41121
110045,1100452,2006,42717
110045,1100452,2007,34693
110045,1100452,2008,33879
110045,1100452,2009,34693
110045,1100452,2010,32383
110045,1100452,2011,32898
110045,1100452,2012,33397
110045,1100452,2013,35307
110045,1100452,2014,37217
110045,1100452,2015,37838
110045,1100452,2016,38451
110045,1100452,2017,39144
110045,1100452,2018,38937
110050,1100502,2003,12543
110050,1100502,2004,12915
110050,1100502,2005,12819
110050,1100502,2006,12916
110050,1100502,2007,9721
110050,1100502,2008,9966
110050,1100502,2009,9721
110050,1100502,2010,11241
110050,1100502,2011,11184
110050,1100502,2012,9933
110050,1100502,2013,10663
110050,1100502,2014,11393
110050,1100502,2015,11276
110050,1100502,2016,11161
110050,1100502,2017,11151
110050,1100502,2018,8751
110060,1100601,2003,5411
110060,1100601,2004,5464
110060,1100601,2005,5451
110060,1100601,2006,5464
110060,1100601,2007,5736
110060,1100601,2008,5717
110060,1100601,2009,5736
110060,1100601,2010,5736
110060,1100601,2011,5764
110060,1100601,2012,5791
110060,1100601,2014,6318
110060,1100601,2015,6367
110060,1100601,2016,6414
110060,1100601,2017,6461
110060,1100601,2018,6191
110070,1100700,2003,14446
110070,1100700,2004,18616
110070,1100700,2005,17529
110070,1100700,2006,18619
110070,1100700,2007,12915
110070,1100700,2008,12791
110070,1100700,2009,12915
110070,1100700,2010,12665
110070,1100700,2011,12757
110070,1100700,2012,12847
110070,1100700,2013,13514
110070,1100700,2014,14181
110070,1100700,2015,14221
110070,1100700,2016,14354
110070,1100700,2017,14484
110070,1100700,2018,14119
110080,1100809,2003,14874
110080,1100809,2004,17338
110080,1100809,2005,16711
110080,1100809,2006,17346
110080,1100809,2007,17547
110080,1100809,2008,17147
110080,1100809,2009,17547
110080,1100809,2010,19779
110080,1100809,2011,21291
110080,1100809,2012,21787
110080,1100809,2013,22680
110080,1100809,2014,23573
110080,1100809,2015,24155
110080,1100809,2016,24719
110080,1100809,2017,25266
110080,1100809,2018,25983
110090,1100908,2003,4162
110090,1100908,2004,4192
110090,1100908,2005,4111
110090,1100908,2006,4192
110090,1100908,2007,3685
110090,1100908,2008,3737
110090,1100908,2009,3685
110090,1100908,2010,3575
110090,1100908,2011,3526
110090,1100908,2012,3479
110090,1100908,2013,3566
110090,1100908,2014,3653
110090,1100908,2015,3617
110090,1100908,2016,3583
110090,1100908,2017,3551
110090,1100908,2018,3119
110092,1100924,2003,5991
110092,1100924,2004,6647
110092,1100924,2005,6477
110092,1100924,2006,6649
110092,1100924,2007,7843
110092,1100924,2008,7633
110092,1100924,2009,7843
110092,1100924,2010,8311
110092,1100924,2011,8514
110092,1100924,2012,8721
110092,1100924,2013,19238
110092,1100924,2014,9887
110092,1100924,2015,11129
110092,1100924,2016,11364
110092,1100924,2017,11593
110092,1100924,2018,11886
110094,1100940,2003,7662
110094,1100940,2004,9233
110094,1100940,2005,8827
110094,1100940,2006,9238
110094,1100940,2007,14889
110094,1100940,2008,14122
110094,1100940,2009,14889
110094,1100940,2010,15854
110094,1100940,2011,16569
110094,1100940,2012,17262
110094,1100940,2013,19238
110094,1100940,2014,21214
110094,1100940,2015,21974
110094,1100940,2016,21721
110094,1100940,2017,22443
110094,1100940,2018,24226
110100,1101005,2003,15785
110100,1101005,2004,18777
110100,1101005,2005,18112
110100,1101005,2006,18786
110100,1101005,2007,11593
110100,1101005,2008,11793
110100,1101005,2009,11593
110100,1101005,2010,11512
110100,1101005,2011,11272
110100,1101005,2012,11141
110100,1101005,2013,11234
110100,1101005,2014,11327
110100,1101005,2015,11127
110100,1101005,2016,9933
110100,1101005,2017,9745
110100,1101005,2018,8195
110110,1101104,2003,7614
110110,1101104,2004,8695
110110,1101104,2005,8413
110110,1101104,2006,8699
110110,1101104,2007,8235
110110,1101104,2008,8111
110110,1101104,2009,8235
110110,1101104,2010,8566
110110,1101104,2011,8711
110110,1101104,2012,8831
110110,1101104,2013,9331
110110,1101104,2014,9831
110110,1101104,2015,9995
110110,1101104,2016,11155
110110,1101104,2017,11311
110110,1101104,2018,11272
110120,1101203,2003,11292
110120,1101203,2004,11223
110120,1101203,2005,11241
110120,1101203,2006,11223
110120,1101203,2007,11572
110120,1101203,2008,11653
110120,1101203,2009,11572
110120,1101203,2010,11352
110120,1101203,2011,11276
110120,1101203,2012,11213
110120,1101203,2013,11537
110120,1101203,2014,11861
110120,1101203,2015,11823
110120,1101203,2016,11786
110120,1101203,2017,11751
110120,1101203,2018,9762
110130,1101302,2003,13571
110130,1101302,2004,14151
110130,1101302,2005,14111
110130,1101302,2006,14152
110130,1101302,2007,12363
110130,1101302,2008,12446
110130,1101302,2009,12363
110130,1101302,2010,11878
110130,1101302,2011,11781
110130,1101302,2012,11686
110130,1101302,2013,12050
110130,1101302,2014,12414
110130,1101302,2015,12361
110130,1101302,2016,12318
110130,1101302,2017,12258
110130,1101302,2018,11181
110140,1101401,2003,14411
110140,1101401,2004,16874
110140,1101401,2005,16233
110140,1101401,2006,16881
110140,1101401,2007,12718
110140,1101401,2008,12711
110140,1101401,2009,12718
110140,1101401,2010,14191
110140,1101401,2011,14213
110140,1101401,2012,14313
110140,1101401,2013,15012
110140,1101401,2014,15711
110140,1101401,2015,15873
110140,1101401,2016,16132
110140,1101401,2017,16186
110140,1101401,2018,15695
110143,1101435,2003,8772
110143,1101435,2004,9524
110143,1101435,2005,9329
110143,1101435,2006,9526
110143,1101435,2007,7944
110143,1101435,2008,7978
110143,1101435,2009,7944
110143,1101435,2010,7493
110143,1101435,2011,7436
110143,1101435,2012,7382
110143,1101435,2014,7853
110143,1101435,2015,7824
110143,1101435,2016,7796
110143,1101435,2017,7769
110143,1101435,2018,7147
110145,1101450,2003,3448
110145,1101450,2004,3215
110145,1101450,2005,3268
110145,1101450,2006,3214
110145,1101450,2007,4812
110145,1101450,2008,4696
110145,1101450,2009,4812
110145,1101450,2010,4811
110145,1101450,2011,4911
110145,1101450,2012,4991
110145,1101450,2013,5290
110145,1101450,2014,5589
110145,1101450,2015,5697
110145,1101450,2016,5812
110145,1101450,2017,5914
110145,1101450,2018,5947
110146,1101468,2003,2571
110146,1101468,2004,2633
110146,1101468,2005,2617
110146,1101468,2006,2633
110146,1101468,2007,2415
110146,1101468,2008,2427
110146,1101468,2009,2415
110146,1101468,2010,2315
110146,1101468,2011,2299
110146,1101468,2012,2283
110146,1101468,2014,2432
110146,1101468,2015,2424
110146,1101468,2016,2417
110146,1101468,2017,2411
110146,1101468,2018,2191
110147,1101476,2003,4345
110147,1101476,2004,4393
110147,1101476,2005,4381
110147,1101476,2006,4393
110147,1101476,2007,3765
110147,1101476,2008,3819
110147,1101476,2009,3765
110147,1101476,2010,3524
110147,1101476,2011,3464
110147,1101476,2012,3416
110147,1101476,2014,3548
110147,1101476,2015,3511
110147,1101476,2016,3456
110147,1101476,2017,3411
110147,1101476,2018,2939
110148,1101484,2003,7143
110148,1101484,2004,7266
110148,1101484,2005,7234
110148,1101484,2006,7266
110148,1101484,2007,6412
110148,1101484,2008,6477
110148,1101484,2009,6412
110148,1101484,2010,6118
110148,1101484,2011,5938
110148,1101484,2012,5862
110148,1101484,2014,6161
110148,1101484,2015,6113
110148,1101484,2016,6148
110148,1101484,2017,5994
110148,1101484,2018,5281
110149,1101492,2003,14371
110149,1101492,2004,17611
110149,1101492,2005,16764
110149,1101492,2006,17611
110149,1101492,2007,16491
110149,1101492,2008,16191
110149,1101492,2009,16491
110149,1101492,2010,16135
110149,1101492,2011,16341
110149,1101492,2012,16636
110149,1101492,2014,18641
110149,1101492,2015,19112
110149,1101492,2016,19353
110149,1101492,2017,19694
110149,1101492,2018,19842
110150,1101500,2003,13584
110150,1101500,2004,16217
110150,1101500,2005,15535
110150,1101500,2006,16225
110150,1101500,2007,12117
110150,1101500,2008,12188
110150,1101500,2009,12117
110150,1101500,2010,11629
110150,1101500,2011,11624
110150,1101500,2012,11619
110150,1101500,2013,12081
110150,1101500,2014,12543
110150,1101500,2015,12581
110150,1101500,2016,12617
110150,1101500,2017,12653
110150,1101500,2018,11861
110155,1101559,2003,5733
110155,1101559,2004,5894
110155,1101559,2005,5852
110155,1101559,2006,5894
110155,1101559,2007,5111
110155,1101559,2008,5171
110155,1101559,2009,5111
110155,1101559,2010,4888
110155,1101559,2011,4832
110155,1101559,2012,4778
110155,1101559,2014,5141
110155,1101559,2015,5113
110155,1101559,2016,4966
110155,1101559,2017,4931
110155,1101559,2018,4384
110160,1101609,2003,12468
110160,1101609,2004,14321
110160,1101609,2005,13841
110160,1101609,2006,14326
110160,1101609,2007,11325
110160,1101609,2008,11254
110160,1101609,2009,11325
110160,1101609,2010,11649
110160,1101609,2011,11611
110160,1101609,2012,11575
110160,1101609,2013,11460
110160,1101609,2014,11345
110160,1101609,2015,11347
110160,1101609,2016,11348
110160,1101609,2017,11351
110160,1101609,2018,11494
110170,1101708,2003,16181
110170,1101708,2004,17756
110170,1101708,2005,17322
110170,1101708,2006,17761
110170,1101708,2007,13661
110170,1101708,2008,13785
110170,1101708,2009,13661
110170,1101708,2010,12974
110170,1101708,2011,12828
110170,1101708,2012,12687
110170,1101708,2013,13039
110170,1101708,2014,13391
110170,1101708,2015,13293
110170,1101708,2016,13198
110170,1101708,2017,13116
110170,1101708,2018,11665
110175,1101757,2003,9181
110175,1101757,2004,11957
110175,1101757,2005,11471
110175,1101757,2006,11962
110175,1101757,2007,9111
110175,1101757,2008,8981
110175,1101757,2009,9111
110175,1101757,2010,9384
110175,1101757,2011,9511
110175,1101757,2012,9633
110175,1101757,2014,11682
110175,1101757,2015,11843
110175,1101757,2016,11999
110175,1101757,2017,11149
110175,1101757,2018,11128
110180,1101807,2003,11115
110180,1101807,2004,11441
110180,1101807,2005,11354
110180,1101807,2006,11442
110180,1101807,2007,8913
110180,1101807,2008,9118
110180,1101807,2009,8913
110180,1101807,2010,8211
110180,1101807,2011,8183
110180,1101807,2012,7961
110180,1101807,2013,8144
110180,1101807,2014,8327
110180,1101807,2015,8231
110180,1101807,2016,8138
110180,1101807,2017,8147
110180,1101807,2018,6998
120001,1200013,2003,8695
120001,1200013,2004,11668
120001,1200013,2005,11451
120001,1200013,2006,11786
120001,1200013,2007,12241
120001,1200013,2008,11987
120001,1200013,2009,12241
120001,1200013,2010,12538
120001,1200013,2011,12778
120001,1200013,2012,13111
120001,1200013,2013,13362
120001,1200013,2014,13613
120001,1200013,2015,13869
120001,1200013,2016,14121
120001,1200013,2017,14366
120001,1200013,2018,15121
120005,1200054,2003,3667
120005,1200054,2004,4852
120005,1200054,2005,5163
120005,1200054,2006,5153
120005,1200054,2007,5662
120005,1200054,2008,5559
120005,1200054,2009,5662
120005,1200054,2010,6172
120005,1200054,2011,6192
120005,1200054,2012,6318
120005,1200054,2014,6611
120005,1200054,2015,6738
120005,1200054,2016,6863
120005,1200054,2017,6986
120005,1200054,2018,7311
120010,1200104,2003,17944
120010,1200104,2004,16941
120010,1200104,2005,17721
120010,1200104,2006,18156
120010,1200104,2007,21238
120010,1200104,2008,19829
120010,1200104,2009,21238
120010,1200104,2010,21398
120010,1200104,2011,21837
120010,1200104,2012,22261
120010,1200104,2014,23378
120010,1200104,2015,23849
120010,1200104,2016,24311
120010,1200104,2017,24765
120010,1200104,2018,25848
120013,1200138,2003,6641
120013,1200138,2004,7654
120013,1200138,2005,8423
120013,1200138,2006,8751
120013,1200138,2007,6772
120013,1200138,2008,6745
120013,1200138,2009,6772
120013,1200138,2010,8471
120013,1200138,2011,8629
120013,1200138,2012,8782
120013,1200138,2014,9173
120013,1200138,2015,9339
120013,1200138,2016,9513
120013,1200138,2017,9664
120013,1200138,2018,11111
120017,1200179,2003,6196
120017,1200179,2004,6287
120017,1200179,2005,7167
120017,1200179,2006,7413
120017,1200179,2007,9287
120017,1200179,2008,8897
120017,1200179,2009,9287
120017,1200179,2010,8798
120017,1200179,2011,9187
120017,1200179,2012,9368
120017,1200179,2014,11171
120017,1200179,2015,11498
120017,1200179,2016,11821
120017,1200179,2017,11136
120017,1200179,2018,11456
120020,1200203,2003,73488
120020,1200203,2004,78785
120020,1200203,2005,84335
120020,1200203,2006,86725
120020,1200203,2007,77114
120020,1200203,2008,76392
120020,1200203,2009,77114
120020,1200203,2010,78517
120020,1200203,2011,79173
120020,1200203,2012,79819
120020,1200203,2013,5377
120020,1200203,2014,81953
120020,1200203,2015,81519
120020,1200203,2016,82175
120020,1200203,2017,82622
120020,1200203,2018,87673
120025,1200252,2003,12137
120025,1200252,2004,12821
120025,1200252,2005,13782
120025,1200252,2006,14193
120025,1200252,2007,14224
120025,1200252,2008,13961
120025,1200252,2009,14224
120025,1200252,2010,15111
120025,1200252,2011,15394
120025,1200252,2012,15679
120025,1200252,2013,5377
120025,1200252,2014,16417
120025,1200252,2015,16731
120025,1200252,2016,17138
120025,1200252,2017,17341
120025,1200252,2018,18122
120030,1200302,2003,29481
120030,1200302,2004,35713
120030,1200302,2005,38241
120030,1200302,2006,39365
120030,1200302,2007,32261
120030,1200302,2008,32211
120030,1200302,2009,32261
120030,1200302,2010,32412
120030,1200302,2011,32487
120030,1200302,2012,32561
120030,1200302,2013,21790
120030,1200302,2014,32398
120030,1200302,2015,32385
120030,1200302,2016,32372
120030,1200302,2017,32361
120030,1200302,2018,34675
120032,1200328,2003,4529
120032,1200328,2004,4564
120032,1200328,2005,4633
120032,1200328,2006,4662
120032,1200328,2007,6521
120032,1200328,2008,6333
120032,1200328,2009,6521
120032,1200328,2010,6577
120032,1200328,2011,6741
120032,1200328,2012,6898
120032,1200328,2013,40251
120032,1200328,2014,7331
120032,1200328,2015,7519
120032,1200328,2016,7685
120032,1200328,2017,7858
120032,1200328,2018,8159
120033,1200336,2003,12197
120033,1200336,2004,11883
120033,1200336,2005,12747
120033,1200336,2006,13116
120033,1200336,2007,14774
120033,1200336,2008,14387
120033,1200336,2009,14774
120033,1200336,2010,15216
120033,1200336,2011,15553
120033,1200336,2012,15891
120033,1200336,2013,37487
120033,1200336,2014,16795
120033,1200336,2015,17173
120033,1200336,2016,17545
120033,1200336,2017,17911
120033,1200336,2018,18638
120034,1200344,2003,6915
120034,1200344,2004,7152
120034,1200344,2005,7636
120034,1200344,2006,7843
120034,1200344,2007,7515
120034,1200344,2008,7415
120034,1200344,2009,7515
120034,1200344,2010,7981
120034,1200344,2011,8114
120034,1200344,2012,8224
120034,1200344,2013,16978
120034,1200344,2014,8514
120034,1200344,2015,8641
120034,1200344,2016,8765
120034,1200344,2017,8886
120034,1200344,2018,9336
120035,1200351,2003,8362
120035,1200351,2004,8394
120035,1200351,2005,8455
120035,1200351,2006,8482
120035,1200351,2007,14275
120035,1200351,2008,13728
120035,1200351,2009,14275
120035,1200351,2010,14227
120035,1200351,2011,14682
120035,1200351,2012,15123
120035,1200351,2013,15965
120035,1200351,2014,16381
120035,1200351,2015,16895
120035,1200351,2016,17411
120035,1200351,2017,17897
120035,1200351,2018,18431
120038,1200385,2003,16131
120038,1200385,2004,15931
120038,1200385,2005,16691
120038,1200385,2006,17114
120038,1200385,2007,18235
120038,1200385,2008,17921
120038,1200385,2009,18235
120038,1200385,2010,17219
120038,1200385,2011,17411
120038,1200385,2012,17587
120038,1200385,2014,17979
120038,1200385,2015,18159
120038,1200385,2016,18336
120038,1200385,2017,18511
120038,1200385,2018,19565
120039,1200393,2003,5189
120039,1200393,2004,5221
120039,1200393,2005,4962
120039,1200393,2006,4851
120039,1200393,2007,8855
120039,1200393,2008,8562
120039,1200393,2009,8855
120039,1200393,2010,9176
120039,1200393,2011,9448
120039,1200393,2012,9711
120039,1200393,2013,102804
120039,1200393,2014,11453
120039,1200393,2015,11759
120039,1200393,2016,11159
120039,1200393,2017,11353
120039,1200393,2018,11721
120040,1200401,2003,274555
120040,1200401,2004,286182
120040,1200401,2005,315731
120040,1200401,2006,314127
120040,1200401,2007,315954
120040,1200401,2008,311398
120040,1200401,2009,315954
120040,1200401,2010,336138
120040,1200401,2011,342298
120040,1200401,2012,348354
120040,1200401,2013,6278
120040,1200401,2014,363928
120040,1200401,2015,371551
120040,1200401,2016,377157
120040,1200401,2017,383443
120040,1200401,2018,411155
120042,1200427,2003,8541
120042,1200427,2004,9347
120042,1200427,2005,9796
120042,1200427,2006,9989
120042,1200427,2007,13461
120042,1200427,2008,13121
120042,1200427,2009,13461
120042,1200427,2010,14389
120042,1200427,2011,14832
120042,1200427,2012,15261
120042,1200427,2013,5377
120042,1200427,2014,16475
120042,1200427,2015,16974
120042,1200427,2016,17464
120042,1200427,2017,17945
120042,1200427,2018,18514
120043,1200435,2003,2729
120043,1200435,2004,2954
120043,1200435,2005,3395
120043,1200435,2006,3583
120043,1200435,2007,4358
120043,1200435,2008,4165
120043,1200435,2009,4358
120043,1200435,2010,4691
120043,1200435,2011,4879
120043,1200435,2012,5161
120043,1200435,2013,5377
120043,1200435,2014,5593
120043,1200435,2015,5819
120043,1200435,2016,6121
