especie,familia,modelo,codMicroRes,nomeMicroRes,siglaUF,ano,mes,idMes,populacao,real_taxa,pred_taxa,residual,ci_low,ci_high,covered,test_start
P. vivax,poisson,model6,11001,Porto Velho,RO,2012,1,109,559543,340.992559999857,285.8786656004258,55.11389439943122,120.36161653349251,1488.5093728274646,TRUE,109
P. vivax,poisson,model6,11001,Porto Velho,RO,2012,2,110,559543,263.2505455344808,235.890948723733,27.359596810747803,94.92121248947802,1206.3728792961379,TRUE,109
P. vivax,poisson,model6,11001,Porto Velho,RO,2012,3,111,559543,284.1604666665475,265.3253088155202,18.835157851027304,109.67432351043621,1352.9969993369568,TRUE,109
P. vivax,poisson,model6,11002,Guajará-Mirim,RO,2012,1,109,73193,91.53880835599033,113.11885244923599,-21.58004409324566,57.38253658136707,631.8227152869804,TRUE,109
P. vivax,poisson,model6,11002,Guajará-Mirim,RO,2012,2,110,73193,94.27131009796018,92.07251873958946,2.198791358370727,46.452529613487634,488.434686377112,TRUE,109
P. vivax,poisson,model6,11002,Guajará-Mirim,RO,2012,3,111,73193,94.27131009796018,105.17883925528592,-10.90752915732574,54.65003483939721,569.7949257442651,TRUE,109
P. vivax,poisson,model6,11003,Ariquemes,RO,2012,1,109,176003,136.3613120230905,174.46253430011063,-38.10122227702013,64.17504247086697,1033.23522894496,TRUE,109
P. vivax,poisson,model6,11003,Ariquemes,RO,2012,2,110,176003,110.79356601876106,147.5542907376141,-36.760724718853055,53.64965369908468,879.07592484219,TRUE,109
P. vivax,poisson,model6,11003,Ariquemes,RO,2012,3,111,176003,111.92991028562012,157.26502558086997,-45.33511529524985,57.3001596563695,930.9358363209708,TRUE,109
P. vivax,poisson,model6,11004,Ji-Paraná,RO,2012,1,109,294157,22.097043415590996,23.875053273513487,-1.7780098579224912,10.198635422580459,141.2680983284435,TRUE,109
P. vivax,poisson,model6,11004,Ji-Paraná,RO,2012,2,110,294157,21.75708890150498,18.536638688303597,3.2204502132013815,8.158908338064366,105.70035729219418,TRUE,109
P. vivax,poisson,model6,11004,Ji-Paraná,RO,2012,3,111,294157,20.737225359246935,21.044810063750077,-0.30758470450314235,9.518726394408427,125.33273048066164,TRUE,109
P. vivax,poisson,model6,11005,Alvorada D'Oeste,RO,2012,1,109,69841,25.772826849558285,18.750313429225802,7.0225134203324835,5.727294855457396,100.97936742028318,TRUE,109
P. vivax,poisson,model6,11005,Alvorada D'Oeste,RO,2012,2,110,69841,14.31823713864349,14.628319526845834,-0.31008238820234446,3.5437636918142656,72.3428931429962,TRUE,109
P. vivax,poisson,model6,11005,Alvorada D'Oeste,RO,2012,3,111,69841,28.63647427728698,17.740678483689532,10.895795793597447,4.975587405678615,89.5247777093684,TRUE,109
P. vivax,poisson,model6,11006,Cacoal,RO,2012,1,109,228654,11.370892265169207,9.023556592417968,2.347335672751239,3.2691315262361473,43.73420101988157,TRUE,109
P. vivax,poisson,model6,11006,Cacoal,RO,2012,2,110,228654,9.184182214175129,7.72463203057472,1.4595501836004088,2.624052061192894,36.2993868465017,TRUE,109
P. vivax,poisson,model6,11006,Cacoal,RO,2012,3,111,228654,11.370892265169207,10.35394016648436,1.0169520986848468,3.0613940713917094,47.04706674713756,TRUE,109
P. vivax,poisson,model6,11007,Vilhena,RO,2012,1,109,136730,4.388210341549038,7.550118814087447,-3.161908472538409,2.194105170774519,37.72032472756523,TRUE,109
P. vivax,poisson,model6,11007,Vilhena,RO,2012,2,110,136730,6.582315512323557,6.977280924188689,-0.39496541186513134,2.194105170774519,35.142251151905185,TRUE,109
P. vivax,poisson,model6,11007,Vilhena,RO,2012,3,111,136730,7.31368390258173,8.321305363519434,-1.0076214609377034,2.925473561032692,46.88071381554883,TRUE,109
P. vivax,poisson,model6,11008,Colorado do Oeste,RO,2012,1,109,51890,7.708614376565812,6.019930700718221,1.6886836758475914,0,33.773366737328914,TRUE,109
P. vivax,poisson,model6,11008,Colorado do Oeste,RO,2012,2,110,51890,0,4.4973433101047275,-4.4973433101047275,0,29.91905954904602,TRUE,109
P. vivax,poisson,model6,11008,Colorado do Oeste,RO,2012,3,111,51890,3.854307188282906,4.788044170176526,-0.9337369818936203,0,26.980150317980346,TRUE,109
P. vivax,poisson,model6,12001,Cruzeiro do Sul,AC,2012,1,109,135803,1572.1302180364205,1225.9801487902776,346.15006924614295,438.373968174488,5578.245694130468,TRUE,109
P. vivax,poisson,model6,12001,Cruzeiro do Sul,AC,2012,2,110,135803,1248.1314845769239,892.4380695418425,355.69341503508133,343.0888861070816,4026.475851048943,TRUE,109
P. vivax,poisson,model6,12001,Cruzeiro do Sul,AC,2012,3,111,135803,1029.4323394917637,930.7094743248156,98.72286516694817,350.08431330677524,4287.2948314838395,TRUE,109
P. vivax,poisson,model6,12002,Tarauacá,AC,2012,1,109,76221,17.05566707337873,42.846137280787026,-25.790470207408298,15.743692683118825,219.91970716731595,TRUE,109
P. vivax,poisson,model6,12002,Tarauacá,AC,2012,2,110,76221,13.119743902599021,32.05428803106942,-18.9345441284704,11.118982957452673,183.93880951443805,TRUE,109
P. vivax,poisson,model6,12002,Tarauacá,AC,2012,3,111,76221,7.871846341559412,34.35987557602027,-26.48802923446086,12.430957347712575,184.13560567297685,FALSE,109
P. vivax,poisson,model6,12003,Sena Madureira,AC,2012,1,109,52651,1.8992991586104726,1.0603815343544285,0.8389176242560441,0,7.59719663444189,TRUE,109
P. vivax,poisson,model6,12003,Sena Madureira,AC,2012,2,110,52651,0,0.9484067138139705,-0.9484067138139705,0,7.59719663444189,TRUE,109
P. vivax,poisson,model6,12003,Sena Madureira,AC,2012,3,111,52651,7.59719663444189,0.9520715899970946,6.645125044444796,0,7.59719663444189,TRUE,109
P. vivax,poisson,model6,12004,Rio Branco,AC,2012,1,109,433224,24.467711853452254,14.81352334543642,9.654188508015833,5.407133492142634,82.20920355289638,TRUE,109
P. vivax,poisson,model6,12004,Rio Branco,AC,2012,2,110,433224,21.46695473934962,12.227026039704459,9.239928699645162,4.264537514080477,66.73222166823626,TRUE,109
P. vivax,poisson,model6,12004,Rio Branco,AC,2012,3,111,433224,12.695510867357303,16.181458562037566,-3.485947694680263,5.7591453843739036,93.20236182667621,TRUE,109
P. vivax,poisson,model6,12005,Brasiléia,AC,2012,1,109,60887,13.139093731009902,2.85640372168821,10.282690009321692,0,18.066253880138618,TRUE,109
P. vivax,poisson,model6,12005,Brasiléia,AC,2012,2,110,60887,9.854320298257427,1.8364292094625712,8.017891088794856,0,9.854320298257427,TRUE,109
