especie,familia,modelo,codMicroRes,nomeMicroRes,siglaUF,ano,mes,idMes,populacao,real_taxa,pred_taxa,residual,ci_low,ci_high,covered,test_start
P. vivax,poisson,model5,11001,Porto Velho,RO,2012,1,109,559543,340.992559999857,286.4620945748926,54.530465424964405,127.57732649680187,1390.8716577635664,TRUE,109
P. vivax,poisson,model5,11001,Porto Velho,RO,2012,2,110,559543,263.2505455344808,236.37298539489234,26.877560139588468,106.38145772532229,1151.5513553024514,TRUE,109
P. vivax,poisson,model5,11001,Porto Velho,RO,2012,3,111,559543,284.1604666665475,265.86486035210584,18.29560631444167,120.51799414879648,1312.4996649051095,TRUE,109
P. vivax,poisson,model5,11002,Guajará-Mirim,RO,2012,1,109,73193,91.53880835599033,113.19789037122317,-21.65908201523284,50.55128222644242,584.413810063803,TRUE,109
P. vivax,poisson,model5,11002,Guajará-Mirim,RO,2012,2,110,73193,94.27131009796018,92.13378730331745,2.1375227946427344,39.552962715013734,462.9199513614685,TRUE,109
P. vivax,poisson,model5,11002,Guajará-Mirim,RO,2012,3,111,73193,94.27131009796018,105.25233802778077,-10.981027929820584,36.17149180932603,527.8168677332521,TRUE,109
P. vivax,poisson,model5,11003,Ariquemes,RO,2012,1,109,176003,136.3613120230905,174.10608245728793,-37.74477043419742,71.5044629921081,797.8273097617653,TRUE,109
P. vivax,poisson,model5,11003,Ariquemes,RO,2012,2,110,176003,110.79356601876106,147.25134047997244,-36.457774461211386,59.516030976744716,648.5826946131594,TRUE,109
P. vivax,poisson,model5,11003,Ariquemes,RO,2012,3,111,176003,111.92991028562012,156.94216319126642,-45.01225290564629,62.00178406049898,691.7637767538054,TRUE,109
P. vivax,poisson,model5,11004,Ji-Paraná,RO,2012,1,109,294157,22.097043415590996,23.847683666342427,-1.750640250751431,9.841683182790144,115.49104729787148,TRUE,109
P. vivax,poisson,model5,11004,Ji-Paraná,RO,2012,2,110,294157,21.75708890150498,18.515169939338712,3.2419189621662667,7.980432218169209,85.70253300108442,TRUE,109
P. vivax,poisson,model5,11004,Ji-Paraná,RO,2012,3,111,294157,20.737225359246935,21.021185701444626,-0.28396034219769106,8.320386732255225,100.8900009178771,TRUE,109
