especie,familia,modelo,codMicroRes,nomeMicroRes,siglaUF,ano,mes,idMes,populacao,real_taxa,pred_taxa,residual,ci_low,ci_high,covered,test_start
P. vivax,poisson,model6,11001,Porto Velho,RO,2012,1,109,559543,340.992559999857,286.44455738800076,54.54800261185625,129.167910241036,1329.6743949973456,TRUE,109
P. vivax,poisson,model6,11001,Porto Velho,RO,2012,2,110,559543,263.2505455344808,236.35771149369532,26.892834040785488,102.32457559115207,1102.3772971871688,TRUE,109
P. vivax,poisson,model6,11001,Porto Velho,RO,2012,3,111,559543,284.1604666665475,265.85054242387656,18.309924242670945,116.40749683223632,1253.7195532782998,TRUE,109
P. vivax,poisson,model6,11001,Porto Velho,RO,2012,4,112,559543,307.75114691810995,280.24383300948193,27.50731390862802,122.27389137206615,1303.7157108568954,TRUE,109
P. vivax,poisson,model6,11001,Porto Velho,RO,2012,5,113,559543,312.7552306078353,315.6336994167666,-2.878468808931302,135.36939967080278,1477.326139367304,TRUE,109
P. vivax,poisson,model6,11001,Porto Velho,RO,2012,6,114,559543,337.239497232563,353.50546719092733,-16.265969958364337,154.92553744752416,1659.7741371083184,TRUE,109
P. vivax,poisson,model6,11001,Porto Velho,RO,2012,7,115,559543,426.7768518237204,379.6088757574499,47.16797606627051,168.3069933856737,1770.2705600820668,TRUE,109
P. vivax,poisson,model6,11001,Porto Velho,RO,2012,8,116,559543,439.2870610480338,357.7619473948922,81.5251136531416,157.91905179762773,1697.3583799636485,TRUE,109
P. vivax,poisson,model6,11001,Porto Velho,RO,2012,9,117,559543,419.6281608383985,299.7825146041307,119.8456462342678,134.9985613259392,1401.1479010549674,TRUE,109
P. vivax,poisson,model6,11001,Porto Velho,RO,2012,10,118,559543,440.1806474211991,315.73073040682124,124.44991701437789,139.40394214564384,1480.1141288515796,TRUE,109
P. vivax,poisson,model6,11001,Porto Velho,RO,2012,11,119,559543,426.95556909835346,349.46887577283917,77.4866933255143,149.5327436854719,1635.3434856659806,TRUE,109
P. vivax,poisson,model6,11001,Porto Velho,RO,2012,12,120,559543,331.5205444443054,299.8641506785997,31.65639376570573,127.66668513411838,1406.6523931136655,TRUE,109
P. vivax,poisson,model6,11002,Guajará-Mirim,RO,2012,1,109,73193,91.53880835599033,113.22802917660825,-21.68922082061792,44.36899703523561,589.7080321888704,TRUE,109
P. vivax,poisson,model6,11002,Guajará-Mirim,RO,2012,2,110,73193,94.27131009796018,92.16042708484484,2.110883013115341,36.88877351659311,496.9395980489935,TRUE,109
P. vivax,poisson,model6,11002,Guajará-Mirim,RO,2012,3,111,73193,94.27131009796018,105.27952668650418,-11.008216588544002,38.18671184402881,550.2233820174058,TRUE,109
P. vivax,poisson,model6,11002,Guajará-Mirim,RO,2012,4,112,73193,120.23007664667387,128.10891410372625,-7.878837457052384,49.048406268359,649.3107264355879,TRUE,109
P. vivax,poisson,model6,11002,Guajará-Mirim,RO,2012,5,113,73193,178.97886409902586,124.81589080542011,54.162973293605745,49.83400051917533,642.2062219064665,TRUE,109
P. vivax,poisson,model6,11002,Guajará-Mirim,RO,2012,6,114,73193,147.55509406637245,110.26478862976708,37.290305436605365,39.552962715013734,585.5409670323663,TRUE,109
P. vivax,poisson,model6,11002,Guajará-Mirim,RO,2012,7,115,73193,155.75259929228204,108.39609510442884,47.356504187853204,44.36899703523561,583.35496563879,TRUE,109
P. vivax,poisson,model6,11002,Guajará-Mirim,RO,2012,8,116,73193,143.45634145341768,114.39920102826324,29.057140425154444,40.270244422280825,602.8581968221001,TRUE,109
P. vivax,poisson,model6,11002,Guajará-Mirim,RO,2012,9,117,73193,97.00381183993005,116.45418569653,-19.450373856599953,49.83400051917533,615.5984861940349,TRUE,109
P. vivax,poisson,model6,11002,Guajará-Mirim,RO,2012,10,118,73193,142.09009058243277,130.59224132285877,11.497849259573997,53.28378396841228,679.9147459456497,TRUE,109
