especie,familia,modelo,codMicroRes,nomeMicroRes,siglaUF,ano,mes,idMes,populacao,real_taxa,pred_taxa,residual,ci_low,ci_high,covered,test_start
P. vivax,nbinomial,model6,11001,Porto Velho,RO,2012,1,109,559543,340.992559999857,303.2625739120431,37.72998608781393,106.39932945278558,1708.7560741533712,TRUE,109
P. vivax,nbinomial,model6,11001,Porto Velho,RO,2012,2,110,559543,263.2505455344808,243.5083724589969,19.74217307548392,73.97107997061887,1170.8885644177476,TRUE,109
P. vivax,nbinomial,model6,11001,Porto Velho,RO,2012,3,111,559543,284.1604666665475,267.976154824679,16.18431184186852,86.6510706058337,1392.1986335277156,TRUE,109
P. vivax,nbinomial,model6,11002,Guajará-Mirim,RO,2012,1,109,73193,91.53880835599033,122.31253972359204,-30.773731367601712,38.83568100774664,541.5135327148766,TRUE,109
P. vivax,nbinomial,model6,11002,Guajará-Mirim,RO,2012,2,110,73193,94.27131009796018,100.70245603859898,-6.4311459406388,29.340237454401382,579.7685571024547,TRUE,109
P. vivax,nbinomial,model6,11002,Guajará-Mirim,RO,2012,3,111,73193,94.27131009796018,114.87365085880268,-20.602340760842495,27.325017419698604,643.6407853210005,TRUE,109
P. vivax,nbinomial,model6,11003,Ariquemes,RO,2012,1,109,176003,136.3613120230905,182.92964698847913,-46.56833496538863,52.78319119560462,1021.5450872996478,TRUE,109
P. vivax,nbinomial,model6,11003,Ariquemes,RO,2012,2,110,176003,110.79356601876106,145.01115254469744,-34.21758652593638,46.53329772787964,739.6606876019147,TRUE,109
P. vivax,nbinomial,model6,11003,Ariquemes,RO,2012,3,111,176003,111.92991028562012,156.09006629137716,-44.16015600575703,48.56451310489025,766.8477241865189,TRUE,109
P. vivax,nbinomial,model6,11004,Ji-Paraná,RO,2012,1,109,294157,22.097043415590996,26.447332294205992,-4.350288878614997,8.66034124634124,138.21700656452163,TRUE,109
P. vivax,nbinomial,model6,11004,Ji-Paraná,RO,2012,2,110,294157,21.75708890150498,20.176791635604744,1.580297265900235,4.920841591395072,99.84464078706247,TRUE,109
P. vivax,nbinomial,model6,11004,Ji-Paraná,RO,2012,3,111,294157,20.737225359246935,21.635727724560702,-0.8985023653137674,5.260796105481087,103.5246484020438,TRUE,109
P. vivax,nbinomial,model6,11005,Alvorada D'Oeste,RO,2012,1,109,69841,25.772826849558285,21.355206279900244,4.417620569658041,6.407411119542964,116.72942827279101,TRUE,109
P. vivax,nbinomial,model6,11005,Alvorada D'Oeste,RO,2012,2,110,69841,14.31823713864349,16.389894579636604,-2.071657440993114,3.5437636918142656,96.82707865007643,TRUE,109
P. vivax,nbinomial,model6,11005,Alvorada D'Oeste,RO,2012,3,111,69841,28.63647427728698,17.16247310643431,11.47400117085267,2.863647427728698,84.47759911799659,TRUE,109
