especie,modelo,codMicroRes,nomeMicroRes,siglaUF,ano,mes,idMes,populacao,real_taxa,pred_taxa,residual,ci_low,ci_high,covered,test_start
P. falciparum,model6,15019,Parauapebas,PA,2012,1,109,271172,0.3687696369831694,0.21044523564134474,0.15832440134182466,0,2.950157095865355,TRUE,109
P. falciparum,model6,15019,Parauapebas,PA,2012,2,110,271172,0,0.1776847466406116,-0.1776847466406116,0,2.2126178218990162,TRUE,109
P. falciparum,model6,15019,Parauapebas,PA,2012,3,111,271172,0,0.16473385433497026,-0.16473385433497026,0,1.843848184915847,TRUE,109
P. falciparum,model6,15020,Marabá,PA,2012,1,109,295238,5.080646800208646,4.019377890639261,1.0612689095693844,0.3387097866805764,28.468557570502426,TRUE,109
P. falciparum,model6,15020,Marabá,PA,2012,2,110,295238,1.693548933402882,3.3567701909028504,-1.6632212574999685,0,24.776620895684115,TRUE,109
P. falciparum,model6,15020,Marabá,PA,2012,3,111,295238,0.6774195733611528,3.0263686238918845,-2.3489490505307318,0,25.403234001043227,TRUE,109
P. falciparum,model6,15021,Redenção,PA,2012,1,109,185608,0,0.26179598278714816,-0.26179598278714816,0,3.2326192836515664,TRUE,109
P. falciparum,model6,15021,Redenção,PA,2012,2,110,185608,0.5387698806085944,0.29034568785332454,0.2484241927552699,0,5.1317831127968505,TRUE,109
P. falciparum,model6,15021,Redenção,PA,2012,3,111,185608,0,0.342163985530429,-0.342163985530429,0,4.848928925477351,TRUE,109
P. falciparum,model6,15022,Conceição do Araguaia,PA,2012,1,109,142249,0,0.13109146647654185,-0.13109146647654185,0,2.108977919001188,TRUE,109
P. falciparum,model6,15022,Conceição do Araguaia,PA,2012,2,110,142249,0.7029926396670627,0.1540519547695071,0.5489406848975557,0,2.108977919001188,TRUE,109
P. falciparum,model6,15022,Conceição do Araguaia,PA,2012,3,111,142249,0,0.16232165016485556,-0.16232165016485556,0,2.811970558668251,TRUE,109
P. falciparum,model6,16001,Oiapoque,AP,2012,1,109,31004,361.24371048896916,354.6465787911018,6.597131697867383,103.21248871113404,2433.798864662624,TRUE,109
P. falciparum,model6,16001,Oiapoque,AP,2012,2,110,31004,122.56483034447169,245.40741586284656,-122.84258551837488,70.95858598890466,1763.2402270674747,TRUE,109
P. falciparum,model6,16001,Oiapoque,AP,2012,3,111,31004,167.72029415559282,269.17576174388716,-101.45546758829434,86.76299832279707,1810.4921945555388,TRUE,109
P. falciparum,model6,16002,Amapá,AP,2012,1,109,25619,312.26823841680005,31.271799625401304,280.99643879139876,0,290.89738085015017,FALSE,109
P. falciparum,model6,16002,Amapá,AP,2012,2,110,25619,89.77711854483,26.714346127563946,63.06277241726606,0,226.979975799211,TRUE,109
P. falciparum,model6,16002,Amapá,AP,2012,3,111,25619,58.55029470315001,20.690232344940753,37.860062358209255,3.90335298021,170.0886061126505,TRUE,109
P. falciparum,model6,16003,Macapá,AP,2012,1,109,569504,50.3947294487835,28.02787552167568,22.366853927107822,7.541650278136766,214.2039388661009,TRUE,109
P. falciparum,model6,16003,Macapá,AP,2012,2,110,569504,43.7222565600944,26.415706417400134,17.306550142694267,8.94638141259763,210.9423287632746,TRUE,109
P. falciparum,model6,16003,Macapá,AP,2012,3,111,569504,29.49935382367815,19.57081992984976,9.92853389382839,6.755878799797719,155.64859948305863,TRUE,109
P. falciparum,model6,16004,Mazagão,AP,2012,1,109,72475,97.9648154536047,29.997217042276247,67.96759841132845,5.519144532597448,216.6264229044498,TRUE,109
P. falciparum,model6,16004,Mazagão,AP,2012,2,110,72475,44.15315626077958,28.242868158103025,15.910288102676557,4.794756812694034,210.45187995860638,TRUE,109
P. falciparum,model6,16004,Mazagão,AP,2012,3,111,72475,44.15315626077958,27.724468639778,16.428687621001583,6.174542945843397,182.33873749568798,TRUE,109
P. falciparum,model6,17001,Bico do Papagaio,TO,2012,1,109,199722,0,0.15449656994050515,-0.15449656994050515,0,2.5034798369733933,TRUE,109
P. falciparum,model6,17001,Bico do Papagaio,TO,2012,2,110,199722,0,0.1344315170065409,-0.1344315170065409,0,2.5034798369733933,TRUE,109
P. falciparum,model6,17001,Bico do Papagaio,TO,2012,3,111,199722,0,0.14360181008552672,-0.14360181008552672,0,2.2656492524609093,TRUE,109
P. falciparum,model6,17002,Araguaína,TO,2012,1,109,286178,0,0.054020100450947926,-0.054020100450947926,0,1.048298611353773,TRUE,109
P. falciparum,model6,17002,Araguaína,TO,2012,2,110,286178,0,0.044983656154094526,-0.044983656154094526,0,0.8823179978894176,TRUE,109
P. falciparum,model6,17002,Araguaína,TO,2012,3,111,286178,0,0.04363560786893417,-0.04363560786893417,0,0.6988657409025152,TRUE,109
P. falciparum,model6,17003,Miracema do Tocantins,TO,2012,1,109,143238,0,0.005147566923337472,-0.005147566923337472,0,0.6981387620603471,TRUE,109
P. falciparum,model6,17003,Miracema do Tocantins,TO,2012,2,110,143238,0,0.005424027837515185,-0.005424027837515185,0,0.6981387620603471,TRUE,109
P. falciparum,model6,17003,Miracema do Tocantins,TO,2012,3,111,143238,0,0.005905022279273174,-0.005905022279273174,0,0.6981387620603471,TRUE,109
P. falciparum,model6,17004,Rio Formoso,TO,2012,1,109,118053,0,0.020919739451025467,-0.020919739451025467,0,0.8470771602585279,TRUE,109
P. falciparum,model6,17004,Rio Formoso,TO,2012,2,110,118053,0,0.017964032849834635,-0.017964032849834635,0,0.8470771602585279,TRUE,109
