especie,familia,modelo,codMicroRes,nomeMicroRes,siglaUF,ano,mes,idMes,populacao,real_taxa,pred_taxa,residual,ci_low,ci_high,covered,test_start
P. vivax,bell,model5_defor_ns,11001,Porto Velho,RO,2012,1,109,559543,340.992559999857,299.4639060073597,41.52865399249731,139.83286360476316,1238.680494617929,TRUE,109
P. vivax,bell,model5_defor_ns,11001,Porto Velho,RO,2012,2,110,559543,263.2505455344808,246.61355486878048,16.636990665700324,121.68859229764291,987.9446262396275,TRUE,109
P. vivax,bell,model5_defor_ns,11001,Porto Velho,RO,2012,3,111,559543,284.1604666665475,276.9798277449879,7.180638921559591,122.4883521016258,1116.6568074303486,TRUE,109
P. vivax,bell,model5_defor_ns,11002,Guajará-Mirim,RO,2012,1,109,73193,91.53880835599033,118.53922316111584,-27.000414805125516,39.416337627915254,561.6315767901294,TRUE,109
P. vivax,bell,model5_defor_ns,11002,Guajará-Mirim,RO,2012,2,110,73193,94.27131009796018,96.99982858467614,-2.7285184867159558,37.537742680310956,514.2568278387273,TRUE,109
P. vivax,bell,model5_defor_ns,11002,Guajará-Mirim,RO,2012,3,111,73193,94.27131009796018,112.20246874982226,-17.931158651862077,35.96655417867831,556.5764485674848,TRUE,109
P. vivax,bell,model5_defor_ns,11003,Ariquemes,RO,2012,1,109,176003,136.3613120230905,181.72103101730534,-45.35971899421483,80.35374397027323,810.5259569439154,TRUE,109
P. vivax,bell,model5_defor_ns,11003,Ariquemes,RO,2012,2,110,176003,110.79356601876106,152.0445382018317,-41.250972183070644,65.82274165781266,703.496531309125,TRUE,109
P. vivax,bell,model5_defor_ns,11003,Ariquemes,RO,2012,3,111,176003,111.92991028562012,162.78260939617462,-50.8526991105545,65.60967710777656,782.3730277324813,TRUE,109
P. vivax,bell,model5_defor_ns,11004,Ji-Paraná,RO,2012,1,109,294157,22.097043415590996,25.217612339850696,-3.1205689242597003,8.66034124634124,140.81765859727946,TRUE,109
