especie,modelo,codMicroRes,nomeMicroRes,siglaUF,ano,mes,idMes,populacao,real_taxa,pred_taxa,residual,ci_low,ci_high,covered,test_start
P. vivax,model5,11001,Porto Velho,RO,2012,1,109,559543,340.992559999857,294.370848382382,46.621711617475,121.37583706703508,1451.1083151786356,TRUE,109
P. vivax,model5,11001,Porto Velho,RO,2012,2,110,559543,263.2505455344808,242.41703132558092,20.833514208899885,94.68441210058924,1207.3468884428894,TRUE,109
P. vivax,model5,11001,Porto Velho,RO,2012,3,111,559543,284.1604666665475,272.2688003659642,11.891666300583324,111.76531562364286,1387.4179464312829,TRUE,109
P. vivax,model5,11002,Guajará-Mirim,RO,2012,1,109,73193,91.53880835599033,116.51944671836911,-24.980638362378784,36.17149180932603,518.1506428210345,TRUE,109
P. vivax,model5,11002,Guajará-Mirim,RO,2012,2,110,73193,94.27131009796018,95.34239569254039,-1.071085594580211,31.355457489104154,361.23673028841506,TRUE,109
P. vivax,model5,11002,Guajará-Mirim,RO,2012,3,111,73193,94.27131009796018,110.29089788819148,-16.0195877902313,44.30068449168637,444.8171273209186,TRUE,109
P. vivax,model5,11003,Ariquemes,RO,2012,1,109,176003,136.3613120230905,178.60417334238045,-42.24286131928994,64.71480599762505,767.6289608699851,TRUE,109
P. vivax,model5,11003,Ariquemes,RO,2012,2,110,176003,110.79356601876106,149.43367796520405,-38.640111946443,53.08148156565514,633.1000039772046,TRUE,109
P. vivax,model5,11003,Ariquemes,RO,2012,3,111,176003,111.92991028562012,159.9897257546785,-48.059815469058364,58.1098049465066,695.8688204178329,TRUE,109
P. vivax,model5,11004,Ji-Paraná,RO,2012,1,109,294157,22.097043415590996,24.785788365952488,-2.6887449503614924,8.66034124634124,116.94435284558926,TRUE,109
P. vivax,model5,11004,Ji-Paraná,RO,2012,2,110,294157,21.75708890150498,19.15871482217059,2.5983740793343877,6.44213804192999,91.78771880322412,TRUE,109
P. vivax,model5,11004,Ji-Paraná,RO,2012,3,111,294157,20.737225359246935,21.364745209524145,-0.6275198502772099,7.640477704083194,118.48264702182848,TRUE,109
P. vivax,model5,11005,Alvorada D'Oeste,RO,2012,1,109,69841,25.772826849558285,19.96087230234544,5.811954547212846,2.111939977949917,92.5316075084834,TRUE,109
P. vivax,model5,11005,Alvorada D'Oeste,RO,2012,2,110,69841,14.31823713864349,15.639836524832592,-1.3215993861891029,0,77.31848054867484,TRUE,109
P. vivax,model5,11005,Alvorada D'Oeste,RO,2012,3,111,69841,28.63647427728698,17.045890222319994,11.590584054966985,0.6801162640855678,83.79748285391099,TRUE,109
P. vivax,model5,11006,Cacoal,RO,2012,1,109,228654,11.370892265169207,9.40309848886876,1.9677937763004465,2.624052061192894,41.984832979086306,TRUE,109
P. vivax,model5,11006,Cacoal,RO,2012,2,110,228654,9.184182214175129,8.21551838895466,0.9686638252204691,1.519763485440885,37.4036754222537,TRUE,109
P. vivax,model5,11006,Cacoal,RO,2012,3,111,228654,11.370892265169207,10.453096305650762,0.9177959595184451,2.1867100509940784,44.1934101305903,TRUE,109
P. vivax,model5,11007,Vilhena,RO,2012,1,109,136730,4.388210341549038,7.915657662648179,-3.5274473210991415,0,40.60922986908504,TRUE,109
P. vivax,model5,11007,Vilhena,RO,2012,2,110,136730,6.582315512323557,7.332125088148945,-0.7498095758253873,0,37.29978790316683,TRUE,109
P. vivax,model5,11007,Vilhena,RO,2012,3,111,136730,7.31368390258173,8.517667186852055,-1.2039832842703246,0.3473999853726332,41.687998244715864,TRUE,109
P. vivax,model5,11008,Colorado do Oeste,RO,2012,1,109,51890,7.708614376565812,6.334040748949068,1.3745736276167442,0,35.70052033147037,TRUE,109
P. vivax,model5,11008,Colorado do Oeste,RO,2012,2,110,51890,0,5.007818922709019,-5.007818922709019,0,29.91905954904602,TRUE,109
P. vivax,model5,11008,Colorado do Oeste,RO,2012,3,111,51890,3.854307188282906,5.310022417098928,-1.4557152288160218,0,30.83445750626325,TRUE,109
P. vivax,model5,12001,Cruzeiro do Sul,AC,2012,1,109,135803,1572.1302180364205,1272.914338694658,299.2158793417625,545.9562748981982,5833.836513184531,TRUE,109
P. vivax,model5,12001,Cruzeiro do Sul,AC,2012,2,110,135803,1248.1314845769239,928.7402413220449,319.391243254879,392.33301178913575,4313.104276046921,TRUE,109
P. vivax,model5,12001,Cruzeiro do Sul,AC,2012,3,111,135803,1029.4323394917637,965.4749151729187,63.95742431884503,394.94709247954756,4536.792265266598,TRUE,109
P. vivax,model5,12002,Tarauacá,AC,2012,1,109,76221,17.05566707337873,43.760123904978016,-26.704456831599288,15.054906128232378,203.55282664882364,TRUE,109
P. vivax,model5,12002,Tarauacá,AC,2012,2,110,76221,13.119743902599021,33.96639793226574,-20.846654029666723,10.495795122079217,154.87857677018138,TRUE,109
P. vivax,model5,12002,Tarauacá,AC,2012,3,111,76221,7.871846341559412,35.54794311457006,-27.67609677301065,8.495034176932869,154.87857677018138,FALSE,109
P. vivax,model5,12003,Sena Madureira,AC,2012,1,109,52651,1.8992991586104726,1.0913828454613885,0.8079163131490841,0,9.496495793052363,TRUE,109
P. vivax,model5,12003,Sena Madureira,AC,2012,2,110,52651,0,0.9870167070909905,-0.9870167070909905,0,7.59719663444189,TRUE,109
P. vivax,model5,12003,Sena Madureira,AC,2012,3,111,52651,7.59719663444189,1.0288321604947874,6.568364473947103,0,9.496495793052363,TRUE,109
P. vivax,model5,12004,Rio Branco,AC,2012,1,109,433224,24.467711853452254,15.341370856329783,9.12634099712247,5.770686757889683,67.86327627278267,TRUE,109
P. vivax,model5,12004,Rio Branco,AC,2012,2,110,433224,21.46695473934962,12.74575664371543,8.721198095634191,4.495364984396063,54.49836574151015,TRUE,109
P. vivax,model5,12004,Rio Branco,AC,2012,3,111,433224,12.695510867357303,16.349762462865883,-3.6542515955085797,7.034467157867523,70.07344930105441,TRUE,109
